time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
12:06.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:06.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:06.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:06.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:06.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:07.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:07.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:07.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:07.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
12:07.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
12:07.7,0,0,0,0,0,0,0,0,0,0,315,0,96,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
12:07.8,0,0,0,0,0,0,0,0,0,6,450,39,244,20,0,0,0,0,0,0,0,10,62,96,29,0,0,0,0,0,0
12:07.9,0,0,64,23,81,0,0,0,5,60,383,91,166,57,14,23,0,0,0,0,0,27,87,116,31,0,0,11,67,0,0
12:08.1,30,60,25,120,169,0,0,0,31,75,147,76,10,53,1,40,0,0,0,0,0,27,87,126,45,27,11,51,122,166,47
12:08.1,41,44,108,208,172,0,0,0,55,54,0,77,0,41,0,46,0,0,0,0,0,49,111,158,85,37,27,96,192,222,173
12:08.3,44,30,126,191,162,0,0,0,43,41,0,74,0,39,0,41,0,0,0,0,0,45,99,141,72,36,43,119,196,227,202
12:08.4,41,24,123,187,150,0,0,0,37,43,0,69,0,36,4,35,0,0,37,0,0,47,98,128,72,33,44,118,175,201,177
12:08.5,39,29,102,175,142,0,0,0,36,48,0,72,8,41,19,33,0,0,48,0,12,51,98,129,77,30,46,116,155,174,154
12:08.6,38,31,89,156,140,0,0,0,39,53,0,78,31,58,26,37,0,0,61,0,31,46,87,121,69,26,48,107,140,151,133
12:08.7,32,32,92,150,144,0,0,0,42,56,0,87,42,80,30,48,0,0,64,0,53,38,73,105,51,22,53,103,132,140,119
12:08.8,30,34,96,146,147,0,0,0,47,58,0,88,49,89,32,57,0,0,58,0,49,29,64,85,38,23,56,92,121,124,102
12:08.9,26,35,102,144,152,0,0,0,56,80,0,97,70,92,51,69,0,0,56,0,45,19,56,70,17,25,49,77,111,110,88
12:09.1,18,38,107,136,149,0,0,20,72,93,0,103,108,94,65,78,0,0,53,0,35,14,51,64,10,25,44,65,100,95,72
12:09.2,9,45,95,83,139,0,14,30,76,99,0,101,116,91,74,80,0,0,54,0,30,11,43,58,5,25,38,52,85,81,56
12:09.3,5,46,96,79,132,0,22,47,85,100,0,102,126,88,79,78,0,0,52,0,23,11,45,61,6,25,38,52,91,82,47
12:09.4,5,46,96,84,138,0,8,38,86,111,0,111,141,95,88,83,0,0,22,0,0,13,51,66,12,28,41,63,111,101,58
12:09.5,10,39,89,76,134,0,0,26,59,94,0,102,122,82,82,84,0,0,4,0,0,17,58,72,20,29,49,79,121,119,66
12:09.6,11,33,63,64,120,0,0,19,35,70,0,94,114,77,69,77,0,0,11,0,0,21,65,87,25,29,57,95,129,127,72
12:09.7,9,28,41,60,107,0,0,13,23,54,0,82,104,65,52,62,0,0,14,0,0,25,74,103,32,32,71,106,138,137,95
12:09.9,6,27,40,59,97,0,1,2,21,51,0,76,97,64,42,50,0,0,17,0,0,32,81,114,40,32,86,111,141,142,102
12:10.0,5,26,40,58,97,0,0,1,17,49,0,76,99,65,50,50,0,0,22,0,0,39,90,125,53,31,88,113,146,149,105
12:10.1,18,0,39,57,98,0,0,0,16,48,0,71,97,65,51,48,0,0,30,0,0,44,94,129,59,32,84,112,148,157,114
12:10.2,16,12,45,57,95,0,0,0,17,48,0,68,100,65,54,46,0,0,41,0,0,50,99,131,62,31,85,112,152,164,118
12:10.3,13,17,47,59,96,0,0,0,16,47,0,68,103,67,55,45,0,0,45,0,0,55,106,135,72,31,88,115,158,171,127
12:10.4,12,13,48,62,97,0,0,0,15,46,0,61,107,68,57,45,0,0,44,0,0,57,109,138,77,31,88,116,159,173,131
12:10.5,5,17,60,76,100,0,4,0,14,50,0,66,120,71,61,50,0,0,47,0,0,53,101,135,66,28,89,113,157,172,124
12:10.7,2,23,72,78,109,0,16,0,13,48,0,67,99,68,45,49,0,0,45,0,0,44,87,124,54,29,85,104,149,163,112
12:10.8,4,26,75,78,113,0,22,0,13,44,0,67,85,68,37,48,0,0,42,0,0,47,87,123,56,30,82,105,144,155,107
12:10.9,9,30,72,76,115,0,25,0,14,41,0,61,79,68,26,43,0,0,51,0,0,52,93,129,63,29,84,110,144,154,108
12:11.0,11,25,58,71,103,0,20,0,11,34,0,55,70,60,21,31,0,0,57,0,0,63,108,137,75,28,82,110,153,167,108
12:11.1,12,19,50,62,93,0,1,0,0,24,0,49,58,61,20,27,0,0,59,0,0,71,115,143,86,28,85,115,160,175,125
12:11.2,7,19,49,61,88,0,0,0,0,20,0,42,53,59,22,21,0,0,60,0,0,81,119,142,87,28,90,120,166,173,127
12:11.3,4,14,47,65,80,0,0,0,0,15,0,32,54,53,22,17,0,0,62,0,0,92,120,142,87,28,96,125,165,170,122
12:11.4,2,12,47,63,80,0,0,0,1,19,0,33,51,58,22,18,0,0,61,0,0,92,121,142,90,27,97,126,165,169,123
12:11.6,0,15,48,69,85,0,0,0,12,25,0,34,56,56,23,18,0,0,49,0,0,93,117,138,85,28,99,127,161,163,111
12:11.7,0,17,52,72,88,0,11,0,14,30,0,43,61,61,24,19,0,0,45,0,0,86,112,133,79,23,98,118,154,151,96
12:11.8,0,20,52,70,93,0,23,0,14,45,0,60,73,64,26,20,0,0,51,0,0,70,104,129,82,27,87,111,150,141,98
12:11.9,0,22,53,73,98,0,23,0,13,50,0,70,66,67,30,27,0,0,15,0,0,71,106,129,91,26,86,113,148,135,95
12:12.0,0,17,37,65,103,0,0,0,0,43,0,73,36,78,27,44,0,0,0,0,0,47,80,114,86,18,76,99,126,117,80
12:12.1,0,20,44,59,101,0,0,0,0,36,0,76,0,74,16,66,0,0,0,0,0,43,76,109,59,15,67,86,111,97,67
