time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
08:01.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
08:01.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:01.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:01.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:01.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:01.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
08:01.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
08:02.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
08:02.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
08:02.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:02.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:03.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:03.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
08:03.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
08:03.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
08:03.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08:03.6,0,30,0,0,15,0,0,34,78,65,0,43,0,65,0,0,0,44,0,68,0,31,30,9,0,0,6,54,38,31,0
08:03.7,0,50,150,58,67,0,0,0,73,57,0,34,0,16,0,0,0,4,0,49,0,35,11,23,0,0,56,107,86,0,0
08:03.8,0,130,181,81,78,0,14,0,82,63,0,39,0,21,0,0,0,8,0,58,0,36,15,37,0,6,104,162,161,89,0
08:03.9,55,171,216,122,98,0,28,0,83,70,0,43,0,10,0,0,0,7,0,69,0,25,17,41,25,31,144,199,221,140,62
08:04.0,65,148,183,105,102,0,30,0,56,50,0,35,18,0,0,0,7,6,37,73,0,22,7,43,28,25,127,186,198,139,86
08:04.2,80,114,127,99,96,0,35,0,56,43,0,38,65,0,0,0,32,14,65,63,0,19,8,50,29,12,93,129,157,121,90
08:04.3,80,108,113,99,95,0,39,0,64,48,0,41,87,0,17,0,42,18,81,69,23,24,11,67,30,18,87,115,140,110,83
08:04.4,83,111,122,105,97,0,42,0,71,53,0,44,97,0,21,0,46,20,96,67,39,22,10,68,30,18,83,109,122,100,70
08:04.5,85,114,129,105,97,0,46,0,75,55,8,46,107,0,26,0,46,11,89,56,43,19,0,60,20,19,74,94,104,80,68
08:04.6,95,119,143,110,98,0,66,0,88,63,19,48,119,0,30,0,39,3,77,52,32,15,0,47,15,18,67,85,93,69,65
08:04.7,99,122,159,121,103,0,84,3,104,73,25,53,128,8,35,0,31,3,75,45,32,14,0,35,15,12,61,72,76,55,56
08:04.8,116,131,179,127,105,0,99,18,118,80,26,56,135,11,41,0,29,3,74,39,34,15,0,30,12,6,57,61,66,50,42
08:05.0,129,137,189,142,105,0,124,56,127,110,30,62,155,11,62,0,25,0,70,23,28,14,0,23,0,3,51,50,60,46,0
08:05.1,134,138,188,146,106,0,134,77,132,124,55,71,195,13,107,0,19,1,67,16,16,8,6,19,0,3,49,41,55,49,0
08:05.2,140,139,186,153,111,0,143,88,144,130,70,78,198,10,106,0,20,0,65,16,9,8,10,15,0,1,50,40,54,50,0
08:05.3,142,137,183,157,118,0,145,76,144,127,68,76,159,15,62,0,19,1,64,21,6,13,11,16,0,0,55,43,59,54,0
08:05.4,122,131,164,149,123,0,127,46,129,118,63,73,152,18,52,0,21,1,62,27,7,17,9,27,0,0,58,48,65,56,0
08:05.5,91,120,129,134,118,0,102,29,116,103,63,65,152,16,51,0,24,4,65,31,13,23,9,37,0,0,63,60,75,68,0
08:05.6,76,111,107,117,112,0,76,9,102,86,61,60,149,12,50,0,23,7,69,37,20,28,16,47,18,3,71,74,89,80,13
