time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
12:57:10.578,19,0,0,0,0,22,0,0,0,31,0,0,0,0,0, 
12:57:10.667,17,0,0,0,0,23,0,0,0,33,0,0,0,0,0, 
12:57:10.783,15,0,0,0,0,14,0,0,0,30,0,0,0,0,0, 
12:57:10.892,16,0,0,0,0,14,0,0,0,31,0,0,0,0,0, 
12:57:11.003,16,0,0,0,0,16,0,0,0,31,0,0,0,0,0, 
12:57:11.087,14,0,0,0,0,14,0,0,0,28,0,0,0,0,0, 
12:57:11.196,15,0,0,0,0,14,0,0,0,26,0,0,0,0,0, 
12:57:11.304,14,0,0,0,0,11,0,0,0,26,0,0,0,0,0, 
12:57:11.401,13,0,0,0,0,9,0,0,0,26,0,0,0,0,0, 
12:57:11.508,13,0,0,0,0,7,0,0,0,26,0,0,0,0,0, 
12:57:11.637,12,0,0,0,0,7,0,0,0,25,0,0,0,0,0, 
12:57:11.725,11,0,0,0,0,5,0,0,0,25,0,0,0,0,0, 
12:57:11.822,10,0,0,0,0,5,0,0,0,25,0,0,0,0,0, 
12:57:11.967,10,0,0,0,0,5,0,0,0,25,0,0,0,0,0, 
12:57:12.093,10,0,0,0,0,4,0,0,0,25,0,0,0,0,0, 
12:57:12.165,10,0,0,0,0,4,0,0,0,25,0,0,0,0,0, 
12:57:12.281,9,0,0,0,0,3,0,0,0,25,0,0,0,0,0, 
12:57:12.369,9,0,0,0,0,2,0,0,0,25,0,0,0,0,0, 
12:57:12.488,9,0,0,0,0,2,0,0,0,24,0,0,0,0,0, 
12:57:12.593,9,0,0,0,0,2,0,0,0,23,0,0,0,0,0, 
12:57:12.679,9,0,0,0,0,1,0,0,0,23,0,0,0,0,0, 
12:57:12.790,8,0,0,0,0,2,0,0,0,22,0,0,0,0,0, 
12:57:12.899,8,0,0,0,0,1,0,0,0,22,0,0,0,0,0, 
12:57:12.993,8,0,0,0,0,1,0,0,0,22,0,0,0,0,0, 
12:57:13.100,8,0,0,0,0,0,0,0,0,21,0,0,0,0,0, 
12:57:13.211,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0, 
12:57:13.319,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0, 
12:57:13.413,10,0,0,0,0,0,0,0,0,21,0,0,0,0,0, 
12:57:13.575,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0, 
12:57:13.657,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0, 
12:57:13.772,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0, 
12:57:13.886,14,1,0,0,0,0,0,0,0,17,0,0,0,0,0, 
12:57:13.962,14,2,0,0,0,0,0,0,0,16,0,0,0,0,0, 
12:57:14.072,14,2,0,0,0,0,0,0,0,15,0,0,0,0,0, 
12:57:14.179,15,2,0,0,0,0,0,0,0,12,0,0,0,0,0, 
12:57:14.275,16,3,0,0,0,0,0,0,0,11,0,0,0,0,0, 
12:57:14.384,16,2,0,0,0,0,0,0,0,10,0,0,0,0,0, 
12:57:14.492,16,3,0,0,0,0,0,0,0,9,0,0,0,0,0, 
12:57:14.602,16,3,0,0,0,0,0,0,0,10,0,0,0,0,0, 
12:57:14.714,16,4,0,0,0,0,0,0,0,9,0,0,0,0,0, 
12:57:14.804,16,4,0,0,0,0,0,0,0,7,0,0,0,0,0, 
12:57:14.913,16,4,0,0,0,0,0,0,0,6,0,0,0,0,0, 
12:57:15.022,16,4,0,0,0,0,0,0,0,7,0,0,0,0,0, 
12:57:15.133,16,3,0,0,0,0,0,0,0,7,0,0,0,0,0, 
12:57:15.263,16,3,0,0,0,0,0,0,0,8,0,0,0,0,0, 
12:57:15.358,17,4,0,0,0,0,0,0,0,8,0,0,0,0,0, 
12:57:15.486,17,4,0,0,0,0,0,0,0,5,0,0,0,0,0, 
12:57:15.555,17,3,0,0,0,1,0,0,0,7,0,0,0,0,0, 
12:57:15.649,16,4,0,0,0,1,0,0,0,6,0,0,0,0,0, 
12:57:15.759,16,4,0,0,0,0,0,0,0,5,0,0,0,0,0, 
