time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
12:50:46.465,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
12:50:46.555,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0, 
12:50:46.666,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0, 
12:50:46.774,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0, 
12:50:46.883,15,0,0,0,0,1,0,0,0,17,0,0,0,0,0, 
12:50:46.977,13,0,0,0,0,1,0,0,0,17,0,0,0,0,0, 
12:50:47.102,12,0,0,0,0,1,0,0,0,18,0,0,0,0,0, 
12:50:47.205,12,0,0,0,0,1,0,0,0,18,0,0,0,0,0, 
12:50:47.312,12,0,0,0,0,1,0,0,0,19,0,0,0,0,0, 
12:50:47.418,12,0,0,0,0,2,0,0,0,19,0,0,0,0,0, 
12:50:47.526,11,0,0,0,0,1,0,0,0,19,0,0,0,0,0, 
12:50:47.634,11,0,0,0,0,2,0,0,0,19,0,0,0,0,0, 
12:50:47.726,10,0,0,0,0,1,0,0,0,18,0,0,0,0,0, 
12:50:47.836,11,0,0,0,0,2,0,0,0,17,0,0,0,0,0, 
12:50:47.929,11,0,0,0,0,2,0,0,0,17,0,0,0,0,0, 
12:50:48.040,11,0,0,0,1,2,0,0,0,17,0,0,0,0,0, 
12:50:48.163,11,0,0,0,0,2,0,0,0,16,0,0,0,0,0, 
12:50:48.257,11,0,0,0,1,2,0,0,0,17,0,0,0,0,0, 
12:50:48.369,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0, 
12:50:48.460,10,0,0,0,2,3,0,0,0,16,0,0,0,0,0, 
12:50:48.586,11,0,0,0,4,4,0,0,0,17,0,0,0,0,0, 
12:50:48.688,10,0,0,0,4,5,0,0,0,18,0,0,0,0,0, 
12:50:48.800,11,0,0,0,4,5,0,0,0,16,0,0,0,0,0, 
12:50:48.903,11,0,0,0,5,6,0,0,0,16,0,0,0,0,0, 
12:50:49.015,12,0,0,0,6,10,0,0,0,18,0,0,0,0,0, 
12:50:49.117,13,0,3,0,7,10,0,0,0,18,0,0,0,0,0, 
12:50:49.225,14,0,3,0,8,11,0,0,0,19,0,0,0,0,0, 
12:50:49.337,15,0,3,0,10,12,0,0,0,19,0,0,0,0,0, 
12:50:49.428,15,0,4,0,12,14,0,0,0,19,0,0,0,0,0, 
12:50:49.539,16,0,4,0,14,16,0,0,0,20,0,0,0,0,0, 
12:50:49.650,17,0,5,0,16,16,0,0,0,20,0,0,0,0,0, 
12:50:49.760,16,0,4,0,16,17,0,0,0,19,0,0,0,0,0, 
12:50:49.870,16,0,4,0,16,16,0,0,0,19,0,0,0,0,0, 
12:50:49.961,15,0,3,0,16,15,0,0,0,18,0,0,0,0,0, 
12:50:50.070,15,0,3,0,17,16,0,0,0,19,0,0,0,0,0, 
12:50:50.164,15,0,3,0,17,16,0,0,0,19,0,0,0,0,0, 
12:50:50.289,15,0,1,0,17,16,0,0,0,20,0,0,0,0,0, 
12:50:50.400,15,0,1,0,17,15,0,0,0,18,0,0,0,0,0, 
12:50:50.501,15,0,1,0,17,14,0,0,0,14,0,0,0,0,0, 
12:50:50.603,15,0,3,0,16,13,0,0,0,14,0,0,0,0,0, 
12:50:50.711,15,0,3,0,15,12,0,0,0,14,0,0,0,0,0, 
12:50:50.821,15,0,1,0,14,12,0,0,0,14,0,0,0,0,0, 
12:50:50.915,14,0,1,0,12,11,0,0,0,12,0,0,0,0,0, 
12:50:51.026,14,0,1,0,10,8,0,0,0,12,0,0,0,0,0, 
12:50:51.133,15,0,1,0,10,8,0,0,0,11,0,0,0,0,0, 
12:50:51.244,15,0,1,0,10,9,0,0,0,10,0,0,0,0,0, 
12:50:51.352,14,0,0,0,8,7,0,0,0,11,0,0,0,0,0, 
12:50:51.447,13,0,1,0,8,8,0,0,0,11,0,0,0,0,0, 
12:50:51.555,14,0,1,0,8,7,0,0,0,9,0,0,0,0,0, 
12:50:51.662,13,0,1,0,8,8,0,0,0,10,0,0,0,0,0, 
