time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
16:56:53.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, 
16:56:53.386,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22, 
16:56:53.492,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26, 
16:56:53.604,0,0,0,0,0,0,0,0,15,77,0,37,42,8,32, 
16:56:53.716,0,0,0,0,0,0,0,0,31,91,0,40,41,1,0, 
16:56:53.806,0,0,0,0,0,0,0,0,29,92,0,38,40,0,19, 
16:56:53.930,0,0,0,0,0,0,0,0,27,97,0,51,44,0,18, 
16:56:54.026,0,0,0,0,0,0,0,0,22,90,0,63,46,0,19, 
16:56:54.133,0,0,0,0,0,0,0,0,19,74,0,65,46,0,24, 
16:56:54.245,0,0,0,0,0,0,0,0,11,57,0,60,46,0,26, 
16:56:54.353,0,0,0,0,0,0,0,0,0,32,0,41,36,0,21, 
16:56:54.447,0,0,0,0,0,0,0,0,0,15,0,28,21,0,17, 
16:56:54.554,0,0,0,0,0,0,0,0,0,3,0,14,15,0,12, 
16:56:54.667,0,0,0,0,0,0,0,0,0,0,0,9,14,0,7, 
16:56:54.775,0,0,0,0,0,0,0,0,0,0,0,12,17,0,6, 
16:56:54.876,0,0,0,0,0,0,0,0,0,0,0,12,17,0,7, 
16:56:54.992,0,0,0,0,0,0,0,0,0,0,0,11,16,0,6, 
16:56:55.087,0,0,0,0,0,0,0,0,0,1,0,7,15,0,5, 
16:56:55.181,0,0,0,0,0,0,0,0,0,2,0,6,14,0,4, 
16:56:55.304,0,0,0,0,0,0,0,0,0,0,0,6,15,0,3, 
