time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
52:54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
52:54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
52:56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
52:56.6,0,0,0,0,0,0,0,0,34,103,0,75,0,55,0,20,0,46,0,35,0,61,106,118,0,0,0,0,0,0,0
52:56.7,0,0,13,32,50,0,0,0,50,105,0,60,0,12,0,0,0,5,0,35,0,66,88,81,0,0,37,0,0,0,0
52:56.8,0,53,1,108,67,0,0,1,90,103,0,55,0,28,0,4,0,4,0,73,0,122,112,103,0,28,83,91,35,0,0
52:56.9,27,43,126,130,119,0,0,0,83,87,0,36,0,0,0,0,0,0,3,56,0,135,115,109,101,45,98,119,190,92,20
52:57.0,31,20,101,128,106,0,0,0,31,31,0,8,0,0,0,0,0,0,1,0,0,57,50,51,118,44,99,186,237,161,43
52:57.1,21,17,88,113,100,0,0,0,27,27,0,7,0,0,0,0,0,0,28,0,0,39,49,34,124,39,103,145,221,169,74
52:57.2,0,30,88,125,109,0,0,0,44,62,0,20,0,0,0,0,0,0,43,0,0,32,53,32,118,31,114,112,176,138,87
52:57.4,0,55,129,175,145,0,0,0,106,107,0,44,0,13,0,0,0,0,42,0,0,30,26,23,30,19,99,63,77,67,69
52:57.5,0,90,210,204,146,0,52,50,137,133,7,62,62,28,0,0,1,0,30,18,0,0,0,8,9,14,57,38,46,53,22
52:57.6,69,140,224,194,100,0,137,100,150,157,55,63,125,0,0,9,14,0,0,6,0,3,8,0,0,20,36,44,39,62,0
52:57.7,115,139,218,158,106,0,184,112,119,120,133,40,160,0,14,6,0,0,0,3,0,1,0,0,0,26,23,19,21,64,0
52:57.8,0,0,0,0,0,0,0,0,98,73,172,15,136,0,12,0,0,0,0,0,0,0,0,0,0,17,27,20,29,7,0
52:57.9,138,184,235,169,60,0,170,130,108,99,193,19,163,0,19,0,0,0,0,1,0,0,0,0,0,9,59,31,19,7,0
52:58.0,130,195,262,218,119,0,163,125,112,119,141,32,138,0,23,0,0,0,0,15,0,0,0,0,0,0,71,52,37,18,0
52:58.2,99,174,244,215,135,0,125,64,104,125,65,43,95,0,27,0,0,0,0,17,0,8,0,0,0,0,78,66,78,43,0
52:58.3,87,144,218,201,136,0,113,32,94,120,23,46,63,0,19,3,0,0,0,18,0,15,7,2,0,0,78,76,93,60,0
52:58.4,82,140,207,188,130,0,93,14,81,116,8,45,49,0,15,3,0,0,0,20,0,17,7,18,0,0,87,88,99,69,0
52:58.5,53,122,170,173,131,0,57,0,57,101,0,42,42,0,15,2,0,0,3,28,0,19,2,29,0,0,90,97,114,82,0
52:58.6,18,103,141,150,121,0,42,0,43,92,0,43,42,0,15,0,0,0,8,41,0,21,0,42,0,3,103,105,120,96,0
52:58.7,6,84,103,120,112,0,25,0,36,79,0,44,41,0,16,0,0,0,9,50,0,26,5,47,0,11,109,105,110,98,0
