time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
13:15:15.493,9,0,0,0,0,0,0,0,0,36,0,0,0,0,0, 
13:15:15.600,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0, 
13:15:15.710,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0, 
13:15:15.820,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0, 
13:15:15.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
13:15:16.027,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0, 
13:15:16.134,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0, 
13:15:16.242,15,0,0,0,0,4,0,0,0,26,0,0,0,0,0, 
13:15:16.348,15,0,0,0,0,2,0,0,0,24,0,0,0,0,0, 
13:15:16.470,11,0,0,0,0,3,0,0,0,24,0,0,0,0,0, 
