time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
21:04:06.442,0,0,0,0,0,0,0,0,22,130,0,72,57,28,40, 
21:04:06.548,0,0,0,0,18,18,0,0,32,139,0,71,51,5,23, 
21:04:06.658,0,0,0,0,0,2,0,0,35,128,0,66,47,1,24, 
21:04:06.771,0,0,0,0,7,10,0,0,55,140,0,59,32,0,19, 
21:04:06.882,0,0,0,0,15,19,0,0,61,146,0,52,14,0,9, 
21:04:06.969,0,0,0,0,13,20,0,0,53,124,0,31,0,0,1, 
21:04:07.083,2,0,4,0,12,23,0,0,41,89,0,2,0,0,0, 
21:04:07.188,5,8,17,1,24,39,0,0,43,89,0,0,0,0,0, 
21:04:07.299,10,9,22,6,29,47,0,0,46,110,0,10,0,0,0, 
21:04:07.410,19,12,29,18,39,48,0,0,41,95,0,3,0,0,0, 
21:04:07.516,6,9,28,24,38,57,0,0,29,58,0,0,0,0,0, 
21:04:07.626,5,11,26,41,59,72,0,0,31,50,0,0,0,0,0, 
21:04:07.719,5,15,49,55,84,75,0,0,30,44,0,0,0,0,0, 
21:04:07.828,11,21,48,62,96,77,0,0,35,45,0,0,0,0,0, 
21:04:07.937,6,11,39,57,62,72,0,0,38,55,0,0,0,0,0, 
21:04:08.037,5,0,30,49,16,60,0,0,41,68,0,0,0,0,0, 
21:04:08.157,0,0,22,27,4,49,0,0,40,72,0,0,0,0,0, 
21:04:08.262,0,0,14,11,1,43,0,0,41,82,0,9,0,0,0, 
21:04:08.368,2,0,18,20,6,52,0,0,39,93,0,11,0,0,0, 
21:04:08.481,4,0,22,28,13,55,0,0,41,95,0,5,0,0,0, 
21:04:08.579,5,0,24,33,17,57,0,0,43,98,0,3,0,0,0, 
21:04:08.676,4,0,21,24,9,51,0,0,40,93,0,3,0,0,0, 
21:04:08.783,4,0,17,15,1,39,0,0,42,98,0,12,0,0,0, 
21:04:08.892,4,0,10,9,0,29,0,0,39,102,0,20,0,0,0, 
21:04:09.001,2,0,7,5,0,27,0,0,41,102,0,25,0,0,0, 
21:04:09.111,0,0,5,3,0,28,0,0,42,102,0,24,0,0,0, 
21:04:09.222,0,0,4,1,0,27,0,0,37,94,0,22,0,0,0, 
21:04:09.316,0,0,4,2,0,28,0,0,35,90,0,20,0,0,0, 
21:04:09.424,0,0,4,1,0,28,0,0,38,94,0,19,0,0,0, 
21:04:09.533,0,0,4,1,0,29,0,0,35,90,0,19,0,0,0, 
