time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
16:38:58.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,66,113,49,0,0,0,0,0,0, 
16:38:58.573,0,0,0,0,0,0,0,24,86,97,0,77,0,54,0,0,0,90,0,123,0,87,136,174,139,0,70,70,38,19,0, 
16:38:58.681,0,38,92,57,0,0,24,55,104,95,0,72,0,34,0,0,0,89,0,119,0,93,147,183,145,4,98,95,73,39,0, 
16:38:58.792,0,44,159,93,80,6,103,54,166,127,0,96,0,40,0,0,0,99,0,135,0,112,159,191,146,5,134,141,188,152,18, 
16:38:58.916,50,169,213,137,108,14,170,118,174,153,0,98,0,31,0,3,0,108,0,162,0,151,152,141,127,0,202,193,209,192,93, 
16:38:59.026,130,181,232,166,124,0,153,65,154,143,0,87,0,22,0,16,0,94,0,125,0,133,125,96,108,0,212,196,218,203,119, 
16:38:59.135,179,189,241,189,133,0,146,23,136,130,0,80,0,24,0,9,0,77,0,96,0,109,109,69,84,3,205,178,204,191,135, 
16:38:59.260,170,184,236,186,134,0,149,41,133,129,0,86,0,37,0,17,0,90,0,93,0,100,91,55,68,9,170,113,163,142,106, 
16:38:59.367,67,156,212,152,124,0,150,78,133,126,0,76,0,32,0,36,0,108,0,126,0,90,77,51,68,15,133,45,108,78,65, 
16:38:59.478,14,114,158,119,98,0,132,57,129,123,0,69,0,28,0,47,0,124,0,150,0,87,84,57,83,22,80,13,92,54,5, 
16:38:59.603,6,105,144,98,89,0,131,51,126,116,0,56,0,0,0,54,0,135,14,165,15,92,96,66,105,27,90,11,98,49,0, 
16:38:59.710,0,105,138,104,99,0,131,27,118,110,0,56,0,0,0,32,0,129,1,165,27,102,115,89,112,30,120,31,118,72,25, 
16:38:59.824,67,105,146,110,103,0,123,3,110,103,0,54,0,0,0,31,0,124,0,164,38,108,125,101,116,30,160,83,147,114,69, 
16:38:59.940,95,96,136,111,110,0,97,0,105,85,0,44,0,0,0,40,0,135,0,174,19,115,120,102,114,28,177,137,164,155,102, 
16:39:00.043,83,82,122,117,121,0,79,0,94,86,0,48,0,0,0,37,0,134,0,179,20,113,114,95,109,24,184,138,159,150,97, 
16:39:00.164,73,76,117,126,143,0,88,0,95,89,0,53,0,0,0,43,0,152,24,185,23,108,98,77,115,22,191,103,149,110,84, 
16:39:00.274,61,79,116,128,150,0,98,0,99,92,0,59,0,0,0,48,0,169,18,181,22,97,82,57,87,17,185,67,125,83,69, 
16:39:00.385,58,90,126,137,153,0,108,0,114,97,30,62,0,0,0,45,0,161,30,176,23,98,92,61,101,23,172,70,127,81,62, 
16:39:00.508,60,94,138,148,151,0,115,0,119,108,69,77,22,0,0,30,0,118,22,139,22,102,101,67,95,22,160,78,141,94,56, 
