time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
13:16:55.446,14,78,100,84,77,30,68,0,33,71,0,0,0,0,0,0,8,59,0,91,0,44,47,53,0,26,60,0,46,38,0, 
13:16:55.557,19,84,104,92,83,24,71,0,40,71,0,0,0,0,0,0,6,63,0,92,0,42,45,54,0,25,62,0,46,37,0, 
13:16:55.682,23,87,105,97,85,24,74,0,43,75,0,0,0,0,0,0,8,65,0,93,0,39,42,51,0,26,61,0,43,36,0, 
13:16:55.789,27,90,107,99,87,26,76,0,44,74,0,0,2,0,0,0,8,64,0,91,0,35,41,50,0,24,60,0,45,38,0, 
13:16:55.897,28,91,109,102,90,27,78,0,45,77,0,0,1,0,0,0,7,69,0,96,0,33,38,48,0,25,62,0,49,38,0, 
13:16:56.007,29,92,109,104,91,30,79,0,47,76,0,0,1,0,0,0,6,69,0,95,0,28,33,45,0,25,61,0,49,38,0, 
13:16:56.122,32,93,110,105,92,31,80,0,47,77,0,0,0,0,0,0,8,69,0,96,0,28,34,48,0,25,62,0,51,38,0, 
13:16:56.229,34,93,110,105,93,32,80,0,47,77,0,0,0,0,0,0,4,69,0,95,0,27,34,48,0,25,61,0,52,38,0, 
13:16:56.350,35,94,111,106,93,32,81,0,48,77,0,0,0,0,0,0,8,70,0,95,0,26,33,49,0,24,59,0,52,37,0, 
13:16:56.447,36,95,111,106,93,32,81,0,49,77,0,0,0,0,0,0,5,69,0,94,0,27,33,49,0,25,58,0,51,37,0, 
