time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
14:23:09.242,0,0,45,0,20,51,0,0,0,13,0,0,0,0,0, 
14:23:09.338,0,10,69,0,45,55,0,0,0,14,0,0,0,0,0, 
14:23:09.447,0,5,65,0,40,54,0,0,0,12,0,0,0,0,0, 
14:23:09.557,0,0,50,0,39,56,0,0,0,18,0,0,0,0,0, 
14:23:09.673,0,0,9,0,14,53,0,0,0,16,0,0,0,0,0, 
14:23:09.782,0,0,3,0,18,58,0,0,0,21,0,0,0,0,0, 
14:23:09.883,0,0,0,0,0,45,0,0,0,24,0,0,0,0,0, 
14:23:09.977,0,0,0,0,0,47,0,0,0,24,0,0,0,0,0, 
14:23:10.086,0,0,0,0,15,56,0,0,0,25,0,0,0,0,0, 
14:23:10.195,0,0,0,0,40,63,0,0,0,21,0,0,0,0,0, 
14:23:10.310,0,0,2,0,44,64,0,0,0,17,0,0,0,0,0, 
14:23:10.416,0,0,2,0,45,63,0,0,0,16,0,0,0,0,0, 
14:23:10.522,0,0,2,0,44,63,0,0,0,16,0,0,0,0,0, 
14:23:10.618,0,0,3,0,45,63,0,0,0,16,0,0,0,0,0, 
14:23:10.729,0,0,3,0,46,63,0,0,0,17,0,0,0,0,0, 
14:23:10.837,0,0,3,0,45,63,0,0,0,16,0,0,0,0,0, 
14:23:10.946,0,0,3,0,44,62,0,0,0,14,0,0,0,0,0, 
14:23:11.064,0,0,2,0,44,62,0,0,0,14,0,0,0,0,0, 
14:23:11.173,0,0,2,0,43,61,0,0,0,15,0,0,0,0,0, 
14:23:11.277,0,0,1,0,42,60,0,0,0,15,0,0,0,0,0, 
