time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
18:54:31.860,0,51,16,64,107,0,118,72,101,63,0,101,11,76,0,24,0,61,2,136,11,122,79,100,126,0,67,38,120,100,0, 
18:54:31.969,0,51,16,64,108,0,118,73,101,63,0,103,10,76,0,24,0,58,0,132,6,123,75,88,107,0,63,31,112,93,0, 
18:54:32.092,0,52,16,66,109,0,118,74,102,62,0,103,11,76,0,24,0,57,0,129,0,123,73,79,95,0,61,27,108,91,0, 
18:54:32.202,0,52,17,66,110,0,120,74,103,63,0,105,12,78,0,24,0,53,0,124,0,123,73,74,90,0,59,25,107,88,0, 
18:54:32.311,0,52,17,64,110,0,121,75,104,64,0,106,12,76,0,24,0,48,0,119,0,122,74,72,87,0,58,25,106,86,0, 
18:54:32.423,0,50,17,61,109,0,122,76,103,63,0,104,12,79,0,24,0,44,0,115,0,121,74,70,88,0,58,23,106,87,0, 
18:54:32.532,0,50,17,60,107,0,120,76,102,62,0,104,11,80,0,25,0,42,0,114,0,121,75,71,89,0,59,23,106,89,0, 
18:54:32.655,0,49,16,59,107,0,120,77,104,63,0,104,11,82,0,25,0,43,0,114,0,121,75,72,90,0,60,24,106,89,0, 
18:54:32.763,0,49,17,59,108,0,121,77,106,63,0,105,11,82,0,26,0,43,0,115,0,120,76,72,89,0,60,23,106,91,0, 
18:54:32.876,0,50,17,60,108,0,122,77,106,63,0,105,11,83,0,26,0,44,0,115,0,120,76,72,90,0,61,23,107,91,0, 
