time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
20:50:28.594,0,79,104,156,166,0,49,63,134,137,0,110,0,62,0,25,0,26,0,71,0,95,117,77,36,26,163,103,127,109,93, 
20:50:28.717,0,74,80,149,159,0,49,62,129,133,0,114,0,66,0,25,0,27,0,74,0,94,118,82,40,20,169,110,126,109,87, 
20:50:28.838,0,66,71,140,154,0,51,61,116,127,0,105,0,62,0,26,0,33,0,80,0,95,120,81,41,14,165,111,123,105,82, 
20:50:28.950,0,68,77,142,154,0,58,69,125,139,0,113,4,73,0,30,0,29,0,68,0,90,119,81,41,19,165,103,122,107,95, 
20:50:29.061,0,69,82,143,154,0,59,69,124,141,0,114,1,76,0,32,0,30,0,72,0,91,119,75,40,19,162,101,121,103,93, 
20:50:29.169,0,70,75,144,156,0,59,70,128,143,0,117,0,80,0,32,0,32,0,73,0,90,119,80,41,13,167,103,124,104,95, 
20:50:29.280,0,75,84,148,158,0,61,73,133,146,0,122,0,80,0,34,0,29,0,65,0,88,118,73,40,18,164,94,122,106,90, 
20:50:29.403,0,79,87,152,161,0,64,77,134,149,0,124,0,80,0,37,0,28,0,62,0,85,116,63,38,15,163,86,116,103,81, 
20:50:29.513,0,82,93,154,162,0,65,78,135,150,0,124,0,82,0,37,0,27,0,66,0,84,114,62,37,12,168,87,113,99,77, 
20:50:29.624,0,82,93,153,163,0,64,76,134,149,0,120,0,83,0,36,0,28,0,68,0,85,113,62,37,13,172,92,115,101,77, 
20:50:29.733,0,84,98,156,164,0,65,79,136,151,0,124,0,86,0,38,0,29,0,68,0,84,114,62,38,12,173,93,118,101,81, 
20:50:29.860,0,86,99,158,165,0,68,81,136,152,0,127,0,86,0,39,0,25,0,60,0,81,111,57,35,11,171,87,117,102,76, 
20:50:29.965,0,89,103,162,169,0,73,81,138,154,0,128,0,86,0,39,0,24,0,58,0,78,108,53,33,12,169,85,115,102,65, 
20:50:30.078,0,91,105,164,170,0,74,83,139,152,0,125,0,84,0,38,0,24,0,62,0,79,107,54,34,11,172,89,116,100,58, 
20:50:30.184,0,90,106,165,171,0,71,78,138,148,0,122,0,81,0,37,0,25,0,64,0,81,109,57,35,11,171,98,121,95,50, 
20:50:30.312,0,88,109,164,171,0,63,62,133,139,0,113,0,76,0,33,0,23,0,66,0,82,111,62,36,12,166,104,129,92,61, 
20:50:30.435,0,92,111,164,172,0,58,56,123,126,0,109,0,76,0,32,0,18,0,63,0,82,114,73,37,12,163,109,138,98,75, 
20:50:30.545,0,97,113,164,172,0,57,57,118,122,0,109,0,79,0,33,0,19,0,65,0,84,115,78,38,12,163,114,144,107,85, 
20:50:30.669,0,101,114,163,172,0,56,58,115,119,0,108,0,80,0,33,0,18,0,66,0,85,116,82,39,12,163,116,147,115,91, 
20:50:30.780,11,103,112,162,170,0,55,58,106,112,0,105,0,80,0,34,0,19,0,68,0,85,118,83,39,12,164,119,151,119,95, 
20:50:30.889,19,103,113,163,169,0,55,63,108,111,0,108,1,81,0,34,0,23,0,74,0,87,119,84,40,11,168,123,150,123,92, 
20:50:30.997,18,102,114,163,170,0,54,59,110,117,0,110,0,81,0,35,0,24,0,73,0,90,121,88,40,12,165,124,156,122,90, 
20:50:31.108,23,98,115,162,168,0,49,56,110,109,0,106,0,74,0,33,0,30,0,80,0,91,123,93,42,12,164,131,158,128,95, 
20:50:31.233,14,96,114,161,164,0,51,61,109,108,0,103,1,70,0,32,0,36,0,87,0,88,121,91,42,11,171,133,154,130,91, 
20:50:31.342,0,85,100,156,157,0,50,59,111,108,0,100,0,66,0,33,0,39,0,91,0,92,123,95,43,11,173,137,155,129,90, 
20:50:31.451,0,83,103,156,158,0,51,59,112,108,0,100,0,67,0,34,0,41,0,95,0,95,125,98,45,11,175,141,158,132,93, 
20:50:31.561,0,82,102,154,154,0,48,59,110,104,0,100,0,66,0,34,0,43,0,97,0,91,123,95,44,11,177,137,152,129,81, 
20:50:31.672,0,82,103,152,152,0,49,59,108,102,0,100,0,65,0,33,0,46,0,102,0,93,122,95,45,12,180,139,148,126,79, 
20:50:31.794,0,83,102,151,153,0,51,61,105,107,0,101,0,64,0,33,0,47,0,100,0,89,119,89,42,10,180,129,138,115,69, 
20:50:31.906,18,88,103,156,158,0,55,65,106,116,0,103,0,62,0,34,0,47,0,97,0,87,115,80,39,10,179,121,135,106,64, 
20:50:32.043,28,91,106,158,163,0,58,67,108,122,0,106,0,63,0,34,0,46,0,94,0,84,108,67,37,10,178,109,125,99,52, 
20:50:32.153,30,96,106,160,165,0,61,72,108,123,0,106,26,63,0,33,0,46,0,96,0,82,104,65,36,9,180,107,119,96,51, 
20:50:32.247,31,99,108,161,165,0,62,75,109,124,0,107,33,64,0,34,0,49,0,100,0,83,104,67,37,10,183,112,117,96,53, 
20:50:32.374,32,100,109,161,165,0,63,76,110,125,0,108,34,64,0,34,0,49,0,101,0,83,103,68,37,11,184,113,116,96,54, 
20:50:32.481,35,102,109,163,166,0,64,79,110,126,0,109,35,64,0,34,0,50,0,100,0,82,103,67,36,10,185,111,115,96,52, 
20:50:32.591,39,104,109,162,166,0,65,80,111,126,0,109,36,62,0,34,0,50,0,100,0,81,100,64,35,9,185,110,113,95,52, 
20:50:32.716,40,105,111,164,167,0,66,81,112,128,0,110,38,63,0,35,0,51,0,102,0,81,100,65,36,10,185,113,114,95,53, 
20:50:32.825,40,105,110,164,167,0,66,81,112,127,0,110,40,62,0,35,0,51,0,104,0,83,101,67,36,10,185,116,115,96,50, 
20:50:32.935,30,102,105,162,166,0,64,78,111,125,0,110,37,60,0,35,0,53,19,106,0,84,104,69,37,10,185,119,118,93,47, 
20:50:33.046,26,99,103,162,166,0,64,76,110,125,0,111,39,59,0,35,0,54,25,107,0,86,106,73,39,9,185,122,121,92,51, 
20:50:33.157,23,95,101,162,165,0,64,74,111,126,0,111,40,61,0,36,0,56,27,109,0,87,108,80,40,9,186,127,125,94,57, 
20:50:33.265,23,95,103,163,166,0,63,75,111,127,0,113,39,61,0,37,0,57,28,110,0,88,110,83,41,10,187,129,128,96,63, 
20:50:33.390,21,95,104,164,167,0,64,75,113,129,0,113,39,64,0,37,0,57,30,112,0,89,111,85,42,10,187,132,130,98,69, 
20:50:33.497,18,94,104,165,166,0,64,74,113,130,0,114,38,65,0,37,0,57,31,112,0,90,113,87,42,10,188,138,131,98,69, 
20:50:33.621,11,93,103,165,166,0,63,73,112,130,0,113,38,65,0,37,0,57,32,113,0,91,113,89,42,10,188,140,133,99,72, 
20:50:33.733,10,93,104,165,166,0,63,73,112,130,0,114,39,66,0,37,0,59,28,114,0,92,113,87,42,9,188,135,132,100,69, 
20:50:33.841,11,95,105,166,167,0,63,74,112,129,0,114,39,65,0,37,0,58,21,114,0,91,113,82,42,10,188,131,129,101,64, 
20:50:33.967,15,97,108,167,169,0,66,77,113,130,0,115,37,67,0,37,0,59,21,115,0,92,113,85,42,10,189,134,130,102,60, 
20:50:34.076,18,99,111,168,170,0,65,77,113,129,0,116,38,67,0,38,0,60,27,117,0,93,115,88,42,10,190,137,132,103,62, 
20:50:34.186,18,99,111,168,169,0,66,76,114,128,0,115,37,67,0,38,0,61,30,117,0,93,115,89,42,10,190,138,131,103,62, 
20:50:34.310,20,100,112,168,168,0,65,77,114,127,0,116,37,66,0,38,0,63,32,117,0,94,115,91,43,9,190,145,133,104,61, 
20:50:34.420,22,99,112,167,167,0,63,78,113,124,0,115,36,63,0,38,0,67,37,119,0,95,114,94,46,8,189,149,134,102,59, 
20:50:34.529,24,98,111,166,165,0,62,77,113,119,0,114,35,61,0,38,0,69,45,120,0,95,116,95,46,9,188,151,134,104,61, 
20:50:34.639,26,98,110,166,164,0,62,77,112,116,0,113,34,59,0,38,0,70,39,122,0,97,116,97,46,9,188,152,134,104,61, 
20:50:34.748,28,99,111,166,163,0,62,79,111,114,0,113,33,58,0,38,0,72,41,124,0,97,117,98,46,9,188,150,131,104,60, 
20:50:34.857,29,99,111,166,162,0,63,79,111,115,0,113,33,58,0,38,0,74,48,125,0,97,118,98,46,10,189,152,132,105,63, 
20:50:35.014,28,99,112,165,161,0,63,79,112,115,0,112,32,57,0,38,0,73,50,126,2,98,118,100,46,10,189,153,132,106,64, 
20:50:35.091,29,99,113,166,162,0,64,80,111,116,0,112,33,57,0,38,0,74,51,127,3,98,119,100,46,11,190,154,131,106,65, 
20:50:35.216,28,99,113,166,162,0,64,80,111,116,0,112,33,58,0,38,0,75,50,127,3,98,119,100,46,10,190,153,130,105,68, 
20:50:35.342,27,100,112,166,163,0,64,80,110,117,0,113,33,57,0,38,0,74,50,127,5,99,119,99,46,9,191,153,130,105,74, 
20:50:35.452,21,98,111,166,162,0,64,79,109,117,0,113,33,57,0,38,0,73,50,126,3,99,119,99,46,10,190,153,130,105,74, 
20:50:35.558,17,97,110,166,164,0,65,81,112,121,0,114,33,59,0,38,0,75,53,128,5,101,121,103,47,10,192,156,135,103,71, 
20:50:35.670,7,94,106,164,162,0,64,75,110,120,0,113,33,58,0,38,0,74,53,127,11,101,123,104,48,10,192,156,135,104,74, 
20:50:35.794,0,91,103,162,161,0,64,75,108,117,0,113,33,56,0,37,0,72,52,127,12,101,122,104,48,11,192,155,135,105,75, 
20:50:35.902,0,87,100,161,158,0,64,75,107,116,0,113,35,55,0,36,0,67,49,123,13,99,122,103,48,10,191,151,133,104,76, 
20:50:36.012,0,85,100,160,154,0,64,76,108,118,0,113,37,57,0,36,0,64,45,120,12,98,120,102,47,10,188,144,132,104,74, 
20:50:36.140,0,84,98,160,154,0,64,79,110,121,0,115,39,59,0,37,0,62,52,116,10,97,120,101,47,11,185,142,131,104,75, 
20:50:36.249,12,83,97,160,156,0,64,83,111,126,0,115,40,62,0,38,0,63,52,114,9,97,119,97,46,11,184,139,128,103,68, 
20:50:36.355,15,82,99,162,157,0,66,83,112,127,0,117,39,63,0,38,0,63,48,112,7,96,118,95,45,10,178,135,126,103,66, 
20:50:36.466,18,84,102,163,159,0,67,83,113,129,0,120,39,64,0,39,0,61,41,109,4,94,117,89,43,8,174,131,124,102,62, 
20:50:36.605,13,86,102,165,160,0,65,79,109,126,0,121,38,65,0,38,0,58,34,109,2,92,116,90,43,9,173,128,124,102,63, 
20:50:36.715,0,84,100,163,160,0,63,76,106,125,0,120,37,67,0,38,0,57,49,110,5,92,116,93,46,10,175,125,125,100,64, 
20:50:36.813,0,84,101,164,160,0,63,73,106,125,0,120,36,69,0,39,0,57,49,112,7,93,118,96,46,11,176,127,128,101,71, 
20:50:36.918,0,85,102,165,162,0,64,76,108,125,0,122,37,70,0,38,0,59,47,114,7,93,118,95,46,10,178,131,128,103,73, 
20:50:37.047,0,86,103,167,163,0,65,79,109,127,0,123,35,71,0,39,0,60,43,114,6,93,118,93,45,11,177,132,128,104,74, 
20:50:37.154,0,87,105,168,164,0,65,80,110,128,0,124,36,72,0,40,0,62,47,115,6,94,119,95,45,11,178,134,130,105,77, 
20:50:37.264,0,87,105,168,164,0,65,80,110,128,0,124,37,73,0,40,0,63,48,116,7,94,119,95,46,11,179,135,130,105,78, 
20:50:37.389,0,87,105,168,165,0,66,81,110,129,0,124,36,73,0,40,0,63,48,117,7,95,119,95,46,11,179,136,130,105,81, 
