time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
11:36:32.633,0,0,28,0,104,0,57,51,104,104,136,82,134,31,37,51,118,82,163,85,102,62,70,52,5,15,30,0,34,0,0, 
11:36:32.757,0,0,29,0,108,0,58,54,101,101,138,80,136,31,39,52,120,82,159,87,98,59,68,49,3,16,30,0,35,0,0, 
11:36:32.867,0,7,30,0,111,0,61,56,104,103,142,80,139,32,41,54,123,84,163,90,96,61,70,51,3,15,30,0,39,0,0, 
11:36:32.979,0,16,31,0,115,0,60,55,104,103,139,80,139,31,44,56,132,84,177,96,102,63,73,52,8,12,29,0,57,0,0, 
11:36:33.088,0,3,32,0,114,0,56,53,103,103,131,78,131,30,45,57,133,84,181,99,106,67,76,54,11,11,29,0,71,0,0, 
11:36:33.213,0,0,36,0,115,0,51,54,100,100,126,75,127,35,44,56,136,84,183,105,107,69,77,57,13,11,30,0,77,0,0, 
11:36:33.320,0,0,40,0,118,0,39,54,100,101,122,76,125,36,45,58,138,87,187,108,108,74,80,59,16,8,31,0,83,0,0, 
11:36:33.430,0,0,41,0,119,0,39,56,102,100,127,76,129,34,45,58,137,89,184,109,106,74,81,59,16,7,31,0,84,0,0, 
11:36:33.557,0,0,44,0,123,0,46,57,105,101,131,78,134,34,47,60,130,91,178,108,104,75,82,56,15,8,31,0,86,0,0, 
11:36:33.649,0,0,48,0,127,0,48,59,104,100,135,78,137,34,48,60,128,92,177,110,102,76,82,58,15,9,31,0,86,0,0, 
11:36:33.773,0,0,43,0,119,0,44,58,103,103,136,79,138,35,49,61,136,93,186,112,105,77,83,61,18,9,31,0,86,0,0, 
11:36:33.884,0,0,46,0,118,0,40,58,104,104,133,79,135,37,50,62,136,93,185,113,106,79,85,62,19,8,31,0,86,0,0, 
11:36:34.009,0,0,44,0,116,0,39,57,100,104,135,80,137,36,48,63,139,94,188,112,105,78,84,63,23,5,31,0,82,0,0, 
11:36:34.117,0,0,38,0,106,0,28,53,97,104,136,81,138,39,50,62,140,95,189,112,104,80,88,65,33,5,30,0,82,0,0, 
11:36:34.244,0,0,41,0,103,0,23,50,96,102,126,79,130,38,49,63,143,94,194,117,104,88,89,66,40,6,28,0,86,0,0, 
11:36:34.336,0,0,47,0,108,0,22,51,96,103,121,78,130,36,48,63,142,93,197,124,112,93,90,66,46,5,26,0,84,0,0, 
11:36:34.462,0,0,43,0,103,0,16,46,92,101,120,77,131,31,49,62,140,89,195,117,116,94,93,65,47,2,25,0,86,0,0, 
11:36:34.569,0,0,30,0,96,0,12,44,88,101,122,78,134,28,51,62,140,88,196,114,118,92,94,64,45,2,26,0,83,0,0, 
11:36:34.681,0,0,31,0,103,0,14,46,90,102,127,79,136,29,52,64,140,90,198,114,118,90,94,66,43,1,28,0,84,0,0, 
11:36:34.804,0,0,32,0,95,0,15,48,89,103,127,79,137,29,53,62,139,93,192,111,114,84,90,64,27,1,28,0,69,0,0, 
11:36:34.913,0,0,33,0,103,0,20,51,94,104,131,79,140,30,54,63,138,95,191,112,114,84,90,66,25,2,28,0,71,0,0, 
11:36:35.025,0,0,32,0,100,0,21,52,96,104,131,79,142,29,56,63,134,92,184,112,111,81,90,63,21,1,27,0,72,0,0, 
11:36:35.134,0,0,30,0,106,0,22,50,97,105,135,79,146,29,58,63,128,89,178,110,110,76,90,62,17,2,27,0,66,0,0, 
11:36:35.260,0,0,29,0,104,0,23,50,97,106,137,80,148,30,58,61,127,89,175,109,110,75,89,63,14,3,27,0,58,0,0, 
11:36:35.368,0,0,28,0,102,0,24,53,100,106,139,82,150,31,59,62,127,92,176,109,111,76,88,64,13,4,26,0,59,0,0, 
11:36:35.478,0,0,27,0,105,0,23,53,99,106,139,82,150,30,60,62,127,92,182,110,112,76,88,66,15,6,27,0,59,0,0, 
11:36:35.601,0,0,26,0,104,0,23,51,99,105,140,82,151,31,60,60,127,92,183,109,114,75,87,66,15,5,26,0,60,0,0, 
11:36:35.714,0,0,25,0,104,0,22,51,99,105,140,81,150,30,61,58,127,92,182,108,114,74,86,66,13,4,26,0,61,0,0, 
11:36:35.839,0,0,25,0,103,0,21,50,98,103,142,80,152,29,61,56,126,93,180,108,113,73,85,65,13,5,25,0,61,0,0, 
11:36:35.929,0,0,25,0,102,0,21,50,98,101,144,79,155,28,62,57,126,93,180,108,112,73,84,65,12,6,24,0,63,0,0, 
