time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
14:21:28.914,76,79,83,62,88,0,21,36,47,43,49,26,125,0,33,0,71,83,130,102,16,45,19,77,32,4,118,100,63,69,0, 
14:21:29.058,74,77,84,64,87,0,18,34,47,42,50,25,126,0,33,0,73,87,132,104,17,46,20,78,32,4,120,102,62,71,0, 
14:21:29.166,76,78,85,66,89,0,20,37,46,43,50,26,126,0,33,0,76,87,132,105,17,47,20,78,32,4,122,103,61,72,0, 
14:21:29.275,76,78,85,67,89,0,22,39,47,43,54,27,127,0,33,0,74,86,132,102,17,46,19,78,32,4,121,104,59,72,0, 
14:21:29.383,77,79,88,70,90,0,25,40,48,45,57,29,128,0,32,0,74,87,133,104,18,46,19,79,33,4,121,107,60,73,0, 
14:21:29.492,69,73,85,67,84,0,18,36,44,43,57,30,127,0,33,0,76,76,132,96,17,44,19,79,35,4,114,102,59,66,0, 
14:21:29.601,65,73,84,58,81,0,22,36,43,43,57,26,127,0,33,0,77,66,132,88,16,44,17,79,37,4,110,102,62,61,0, 
14:21:29.711,64,75,85,65,81,0,33,38,50,46,62,32,130,0,35,0,78,67,132,87,15,44,15,78,36,4,107,105,67,62,0, 
14:21:29.836,69,78,86,67,80,0,33,40,51,49,63,35,130,0,35,0,79,66,132,85,15,43,16,77,37,4,104,102,68,57,0, 
14:21:29.945,59,68,76,52,64,0,21,36,43,45,56,34,129,0,35,0,74,46,129,63,10,39,27,74,48,3,81,89,72,53,11, 
14:21:30.056,25,58,67,52,72,0,17,32,35,41,50,35,129,0,35,0,73,44,130,71,9,42,41,84,69,5,81,97,86,70,33, 
14:21:30.165,32,61,68,53,77,0,20,34,35,40,50,35,132,0,35,0,81,57,132,94,11,49,22,80,70,6,98,102,83,59,29, 
14:21:30.274,38,65,73,58,81,0,24,37,38,42,52,36,133,0,36,0,86,64,134,101,12,52,21,82,70,6,105,109,82,58,21, 
14:21:30.383,39,67,74,60,84,0,22,37,42,44,51,37,133,0,36,0,87,68,136,101,15,54,22,86,74,6,108,115,86,62,33, 
14:21:30.510,41,67,77,63,85,0,23,39,42,45,51,37,134,0,36,0,86,69,136,104,15,55,21,86,72,7,112,115,86,62,32, 
14:21:30.637,46,69,79,66,86,0,24,40,43,46,52,38,134,0,36,0,85,69,136,103,16,53,20,87,74,7,114,118,88,66,35, 
14:21:30.743,46,70,80,66,87,0,25,41,44,47,52,39,134,0,35,0,84,71,136,102,16,49,19,87,73,7,115,118,88,68,35, 
14:21:30.852,47,69,81,69,89,0,28,41,47,48,61,38,135,0,35,0,84,71,137,103,17,50,20,89,74,7,115,120,89,69,34, 
14:21:30.977,48,70,82,71,90,0,30,41,50,49,63,39,136,0,36,0,85,72,137,105,17,52,19,90,73,7,115,120,90,70,29, 
14:21:31.088,48,71,83,72,91,0,31,42,51,49,64,40,136,0,36,0,83,72,137,104,17,53,19,90,73,8,115,121,90,71,32, 
14:21:31.197,48,71,84,74,92,0,32,43,51,49,66,41,137,0,36,0,82,73,136,105,17,54,20,91,73,7,115,121,91,71,29, 
14:21:31.305,49,72,86,75,92,0,31,43,52,50,66,42,137,0,37,0,83,74,137,106,17,54,20,91,73,7,116,121,91,70,33, 
14:21:31.433,49,73,85,76,93,0,33,45,53,51,66,41,137,0,37,0,82,74,137,106,17,55,20,92,73,7,117,121,91,71,33, 
14:21:31.540,49,73,86,77,94,0,33,45,54,51,67,42,138,0,37,0,81,75,137,106,17,54,19,92,74,7,117,121,91,71,32, 
14:21:31.648,49,73,87,78,95,0,33,45,54,51,67,43,138,0,37,0,78,74,135,105,17,54,20,92,74,7,117,121,91,71,27, 
14:21:31.776,50,74,89,79,95,0,34,46,54,51,67,43,138,0,37,0,73,75,135,107,17,55,20,92,74,7,117,120,91,71,27, 
14:21:31.883,50,74,90,80,95,0,34,46,55,52,67,43,138,0,37,0,71,75,135,107,17,55,20,93,74,6,117,120,91,72,28, 
14:21:31.992,50,74,90,81,96,0,35,46,56,52,68,44,139,0,37,0,70,76,135,107,17,55,20,93,74,7,117,120,91,71,27, 
14:21:32.103,50,75,90,81,96,0,35,47,56,53,67,44,139,0,37,0,68,76,135,107,18,55,20,93,74,6,118,120,92,72,28, 
14:21:32.241,51,75,91,82,96,0,35,46,56,53,68,44,139,0,37,0,67,76,135,107,17,55,20,93,75,6,117,120,92,72,28, 
