time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
13:34:20.533,36,98,95,128,133,49,138,58,95,106,153,79,168,47,70,34,93,21,250,110,156,105,119,130,113,39,152,139,166,170,125, 
13:34:20.654,37,97,95,125,130,49,139,56,92,104,153,78,168,47,74,33,99,18,252,110,158,105,119,131,114,40,151,138,165,167,121, 
13:34:20.772,36,97,95,125,128,53,142,56,92,104,156,75,171,45,77,32,105,21,253,108,158,105,118,131,113,40,152,136,163,162,111, 
13:34:20.896,34,98,94,125,130,53,144,59,93,105,157,74,170,45,76,35,102,19,248,103,153,104,116,122,106,35,153,137,162,157,103, 
13:34:20.985,38,97,97,129,135,54,149,65,96,107,163,76,174,46,76,35,90,13,230,96,139,99,113,114,101,32,152,133,159,154,95, 
13:34:21.116,41,98,101,131,133,55,150,68,97,108,169,80,176,48,77,35,89,8,227,96,133,95,113,117,101,38,145,126,156,150,93, 
13:34:21.227,42,98,106,128,134,57,152,72,101,111,165,82,177,50,78,39,107,19,235,104,141,99,112,118,101,36,152,135,159,150,87, 
13:34:21.336,43,100,109,130,136,55,152,73,103,112,174,81,181,50,83,37,104,15,235,104,146,102,114,119,104,36,155,138,161,153,102, 
13:34:21.455,43,100,109,132,137,58,155,74,102,112,181,81,181,50,81,37,91,13,232,106,147,101,115,122,105,38,157,139,161,153,105, 
13:34:21.564,46,101,111,133,138,59,157,75,104,113,188,81,181,50,71,36,88,11,226,104,142,98,114,122,105,35,156,138,160,152,104, 
13:34:21.689,46,101,112,134,138,57,160,75,106,115,201,82,182,49,73,35,82,8,221,100,137,95,113,120,104,38,151,135,158,151,104, 
13:34:21.801,49,102,114,138,138,58,162,80,108,118,212,85,183,51,75,35,86,6,223,96,146,92,112,118,103,39,151,133,156,151,100, 
13:34:21.908,50,103,114,139,136,54,160,79,108,119,217,85,185,53,78,35,93,5,222,93,147,90,111,114,100,37,150,130,151,149,91, 
13:34:22.052,45,103,112,136,138,56,161,79,109,118,216,87,185,53,80,35,93,0,225,95,152,90,111,115,102,38,148,130,151,149,94, 
13:34:22.159,47,103,113,136,139,58,163,80,110,119,218,87,186,54,78,34,90,0,224,94,154,88,111,116,102,39,148,128,150,148,95, 
13:34:22.263,49,103,115,136,139,59,165,80,112,119,219,87,185,54,75,35,86,0,223,94,155,87,110,115,102,41,146,123,148,146,91, 
13:34:22.398,48,103,114,136,140,61,165,80,112,119,221,87,185,55,76,35,85,0,223,94,156,87,110,116,103,42,145,123,147,146,92, 
13:34:22.471,48,104,114,136,140,60,166,80,112,120,221,87,185,55,76,35,84,0,224,94,156,87,110,117,103,42,144,124,147,146,93, 
13:34:22.579,49,103,114,136,140,61,166,81,113,120,222,88,186,55,77,35,84,0,224,95,157,87,110,117,103,43,145,125,146,146,95, 
13:34:22.707,49,104,114,137,140,61,166,80,113,120,222,89,186,55,77,35,85,0,224,95,157,87,110,118,103,41,145,124,146,146,95, 
13:34:22.828,49,104,114,136,141,61,166,80,113,120,223,88,186,55,77,35,85,0,225,95,157,88,109,118,103,42,145,125,146,147,96, 
13:34:22.940,49,104,114,136,141,61,166,81,112,120,223,88,185,55,77,36,84,0,225,95,158,88,109,119,103,43,146,125,146,147,96, 
13:34:23.063,49,103,113,136,141,61,166,81,112,120,227,88,186,55,78,35,84,0,225,95,158,88,109,119,103,43,146,126,145,147,97, 
13:34:23.171,49,103,114,136,141,61,167,80,112,120,228,88,187,56,79,36,84,0,225,95,158,88,109,119,104,44,146,126,145,147,98, 
13:34:23.281,49,104,114,137,141,62,167,80,113,120,228,88,187,56,79,36,85,0,225,96,158,88,109,118,104,43,146,126,145,147,97, 
13:34:23.407,49,104,115,136,141,60,167,80,112,120,228,89,188,55,80,36,85,0,224,96,158,88,109,119,104,44,146,126,145,147,97, 
13:34:23.530,50,104,114,137,141,62,167,80,113,121,227,89,187,56,79,36,84,0,225,96,159,89,109,119,104,44,147,126,145,147,98, 
13:34:23.642,50,104,114,136,141,62,167,81,113,120,228,89,188,55,80,37,84,0,225,97,159,88,109,119,104,44,147,127,145,148,99, 
13:34:23.755,50,104,114,137,140,62,167,81,112,121,228,89,188,56,80,37,84,0,225,97,159,89,109,120,105,44,148,127,145,148,100, 
13:34:23.884,50,103,115,137,140,62,167,80,112,121,228,89,188,56,80,37,84,0,225,97,159,89,109,120,105,45,148,127,146,148,100, 
