time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
13:21:39.084,0,14,0,0,82,94,0,0,39,59,0,62,32,0,0, 
13:21:39.171,0,0,0,0,69,59,0,0,31,52,0,51,29,0,0, 
13:21:39.284,0,0,0,0,75,62,0,0,38,57,0,66,38,0,2, 
13:21:39.399,0,0,0,0,75,59,0,0,40,57,0,66,41,0,6, 
13:21:39.511,0,0,0,0,73,63,0,0,41,60,0,72,46,0,14, 
13:21:39.615,0,0,0,0,69,52,0,0,45,64,0,74,46,1,14, 
13:21:39.703,0,0,0,0,64,26,0,0,40,62,0,67,38,0,0, 
13:21:39.796,0,0,0,0,59,14,0,0,34,60,0,66,39,0,0, 
13:21:39.929,0,0,0,0,55,12,0,0,30,56,0,63,37,0,0, 
13:21:40.038,0,0,0,0,55,11,0,0,29,54,0,64,32,0,3, 
13:21:40.133,0,0,0,0,55,8,0,0,28,52,0,65,34,0,10, 
13:21:40.237,0,0,0,0,56,8,0,0,30,50,0,54,29,0,6, 
13:21:40.345,0,0,0,0,51,2,0,0,23,47,0,45,24,0,7, 
13:21:40.452,0,0,0,0,52,5,0,0,22,42,0,44,25,0,10, 
13:21:40.547,0,0,0,0,49,0,0,0,19,42,0,54,34,0,15, 
13:21:40.659,0,0,0,0,50,1,0,0,21,43,0,59,40,0,20, 
13:21:40.772,0,0,0,0,48,1,0,0,21,42,0,51,33,0,15, 
13:21:40.879,0,0,0,0,48,1,0,0,25,42,0,50,34,0,16, 
13:21:40.993,0,0,0,0,48,2,0,0,27,42,0,51,34,0,16, 
13:21:41.102,0,0,0,0,50,2,0,0,30,41,0,49,26,0,12, 
13:21:41.211,0,0,0,0,53,2,0,0,33,42,0,50,25,0,12, 
13:21:41.295,0,0,0,0,54,2,0,0,32,42,0,55,28,0,11, 
13:21:41.429,0,0,0,0,54,2,0,0,32,43,0,57,29,0,10, 
13:21:41.520,0,0,0,0,54,2,0,0,32,43,0,58,32,0,11, 
13:21:41.625,0,0,0,0,54,1,0,0,30,43,0,60,35,0,11, 
13:21:41.742,0,0,0,0,54,1,0,0,29,44,0,64,37,0,11, 
13:21:41.830,0,0,0,0,56,2,0,0,30,44,0,65,38,0,12, 
13:21:41.938,0,0,0,0,57,2,0,0,31,44,0,66,40,0,13, 
13:21:42.046,0,0,0,0,56,1,0,0,30,45,0,67,40,0,13, 
13:21:42.156,0,0,0,0,56,0,0,0,26,45,0,66,39,0,13, 
13:21:42.267,0,0,0,0,56,0,0,0,31,46,0,67,39,0,10, 
13:21:42.379,0,0,0,0,57,1,0,0,30,46,0,67,39,0,11, 
13:21:42.470,0,0,0,0,55,0,0,0,28,46,0,66,39,0,11, 
13:21:42.577,0,0,0,0,54,0,0,0,26,45,0,63,38,0,11, 
13:21:42.686,0,0,0,0,51,0,0,0,22,45,0,58,35,0,10, 
13:21:42.783,0,0,0,0,50,0,0,0,24,44,0,51,32,0,10, 
13:21:42.888,0,0,0,0,49,0,0,0,24,44,0,49,32,0,10, 
13:21:43.004,0,0,0,0,48,0,0,0,25,44,0,49,31,0,10, 
13:21:43.112,0,0,0,0,47,0,0,0,28,45,0,53,32,0,10, 
13:21:43.220,0,0,0,0,48,0,0,0,27,45,0,53,32,0,10, 
13:21:43.327,0,0,0,0,49,0,0,0,27,45,0,56,35,0,10, 
13:21:43.437,0,0,0,0,49,0,0,0,26,45,0,61,38,0,10, 
13:21:43.555,0,0,0,0,50,0,0,0,26,45,0,63,38,0,11, 
13:21:43.640,0,0,0,0,52,0,0,0,27,45,0,64,38,0,10, 
13:21:43.734,0,0,0,0,53,0,0,0,28,45,0,64,37,0,10, 
13:21:43.844,0,0,0,0,54,0,0,0,25,45,0,61,35,0,9, 
13:21:43.968,0,0,0,0,53,0,0,0,25,45,0,56,34,0,8, 
13:21:44.063,0,0,0,0,53,0,0,0,26,45,0,53,33,0,8, 
13:21:44.174,0,0,0,0,52,0,0,0,27,44,0,53,32,0,8, 
13:21:44.265,0,0,0,0,49,0,0,0,27,44,0,52,30,0,9, 
