time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
14:30:16.133,0,0,0,0,0,0,0,0,24,25,0,0,18,12,0, 
14:30:16.226,0,0,0,0,0,17,0,0,38,38,0,3,21,15,0, 
14:30:16.336,0,0,0,0,1,22,0,0,43,47,0,12,29,23,0, 
14:30:16.430,0,0,0,0,6,30,0,0,48,58,0,19,32,24,0, 
14:30:16.538,0,0,0,0,6,29,0,0,47,72,0,26,37,29,0, 
14:30:16.648,0,0,0,0,6,30,0,0,48,83,0,27,39,30,0, 
14:30:16.759,0,0,0,0,5,29,0,0,48,94,0,28,41,32,0, 
14:30:16.868,0,0,0,0,5,30,0,0,48,99,0,31,43,36,0, 
14:30:16.974,0,0,0,0,3,26,0,0,44,87,0,21,34,25,0, 
14:30:17.101,0,0,0,0,13,36,0,0,51,97,0,21,32,22,0, 
