time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
21:28:41.002,0,87,71,44,73,17,76,63,93,83,176,66,70,49,63,62,156,103,175,126,177,99,85,137,109,23,68,19,36,107,0, 
21:28:41.095,0,87,75,57,69,15,79,64,95,83,178,67,67,49,60,59,132,93,165,117,169,97,81,127,103,19,64,18,33,102,0, 
21:28:41.220,0,89,74,55,60,11,80,64,92,83,176,65,64,49,55,52,123,81,159,102,165,94,76,110,93,16,53,17,34,102,0, 
21:28:41.342,0,90,66,52,33,10,83,62,91,78,176,66,72,55,45,54,109,74,152,91,159,89,73,100,86,8,33,17,33,103,0, 
21:28:41.436,0,85,38,35,4,11,86,59,85,65,170,62,72,63,0,58,87,71,145,80,152,84,68,94,76,4,20,8,32,99,0, 
21:28:41.560,0,82,28,29,0,5,87,59,78,62,172,68,78,70,0,65,78,75,139,78,143,82,65,92,73,0,16,7,30,97,0, 
21:28:41.669,0,77,26,26,0,7,89,61,74,62,191,67,88,68,0,61,69,72,138,76,140,80,65,92,71,1,21,8,29,95,0, 
21:28:41.778,0,80,34,27,0,0,90,62,78,64,215,75,104,76,9,67,56,78,135,80,139,82,67,95,73,10,17,9,29,98,0, 
21:28:41.891,0,83,43,31,0,0,80,58,78,65,210,84,102,80,28,72,61,80,133,84,142,82,67,96,74,2,22,8,27,95,0, 
21:28:42.034,0,80,44,37,7,0,82,60,79,68,209,86,98,81,30,71,71,81,135,88,141,83,65,94,69,3,28,8,29,94,0, 
