time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
17:19:20.443,0,0,0,0,0,26,0,0,0,44,0,0,47,4,0, 
17:19:20.543,0,0,0,0,52,90,36,0,19,46,0,0,37,0,0, 
17:19:20.652,0,0,0,0,6,41,0,0,8,44,0,0,43,0,0, 
17:19:20.768,0,0,0,0,7,51,0,0,9,47,0,0,44,1,0, 
17:19:20.875,0,0,0,0,11,56,0,0,0,46,0,0,43,0,0, 
17:19:20.981,0,0,0,0,8,55,0,0,0,44,0,0,39,1,0, 
17:19:21.091,0,0,0,0,8,55,0,0,0,44,0,0,41,1,0, 
17:19:21.186,0,0,0,0,9,54,0,0,0,44,0,0,42,1,0, 
17:19:21.287,0,0,0,0,8,54,0,0,0,44,0,0,42,1,0, 
17:19:21.400,0,0,0,0,8,54,0,0,0,44,0,0,43,1,0, 
17:19:21.507,0,0,0,0,8,53,0,0,0,44,0,0,44,1,0, 
17:19:21.609,0,0,0,0,7,51,0,0,0,44,0,0,44,1,0, 
17:19:21.725,0,0,0,0,7,51,0,0,0,44,0,0,45,1,0, 
17:19:21.824,0,0,0,0,7,51,0,0,0,44,0,0,44,1,0, 
17:19:21.927,0,0,0,0,8,51,0,0,0,44,0,0,45,1,0, 
17:19:22.027,0,0,0,0,9,50,0,0,0,43,0,0,44,1,0, 
17:19:22.142,0,0,0,0,7,51,0,0,0,44,0,0,43,1,0, 
17:19:22.264,0,0,0,0,8,51,0,0,0,44,0,0,42,0,0, 
17:19:22.373,0,0,0,0,8,52,0,0,0,44,0,0,41,0,0, 
17:19:22.483,0,0,0,0,8,52,0,0,0,43,0,0,39,0,0, 
