time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
53:39.5,233,205,139,0,160,155,158,160,148,0,136,0,0,1,0,0,0,0,0,2,0,0,0,27,3,0,0,0,0,0,0
53:39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53:39.7,131,135,170,143,85,41,159,82,71,66,161,0,92,0,0,4,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0
53:39.8,177,177,215,193,144,0,183,82,64,90,191,0,113,0,0,6,0,0,0,0,0,0,0,0,0,11,23,12,0,0,0
53:39.9,166,185,231,216,153,0,157,74,55,96,152,0,122,0,0,5,0,0,0,4,0,2,0,0,0,0,34,42,19,0,0
53:40.0,157,186,241,218,138,0,137,35,81,94,102,0,89,0,0,7,0,0,0,6,0,2,0,0,0,0,49,71,53,0,0
53:40.1,150,171,232,203,136,0,129,18,74,90,35,0,53,0,0,6,0,0,0,20,0,15,16,0,0,0,67,85,81,30,0
53:40.2,134,151,210,189,130,0,115,11,53,92,2,0,32,0,0,2,0,0,0,46,0,24,27,9,0,0,90,107,103,70,0
53:40.3,106,139,163,136,107,0,97,8,28,86,0,0,31,0,0,0,0,0,0,60,0,26,28,31,0,0,99,116,100,78,0
53:40.4,62,137,125,113,101,0,92,5,20,79,0,0,32,0,0,0,0,0,0,72,0,26,26,43,0,1,109,123,93,80,0
53:40.6,39,128,114,105,96,0,81,7,15,76,0,0,31,0,0,0,0,0,0,81,0,26,28,49,0,1,105,123,83,77,0
53:40.7,27,131,118,110,100,0,83,10,27,80,0,0,30,0,0,0,1,0,0,91,0,31,30,55,0,3,108,130,88,80,0
53:40.8,31,135,111,109,100,0,86,12,29,75,0,0,32,0,0,0,7,0,0,92,0,30,29,54,0,9,111,130,82,79,0
53:40.9,43,136,117,113,104,0,90,14,33,78,0,0,34,0,0,0,10,0,0,89,0,30,28,55,0,10,110,129,79,79,0
53:41.0,46,137,124,116,108,0,93,14,36,82,0,0,35,0,0,0,12,0,0,89,0,29,29,55,0,10,111,129,79,79,0
53:41.1,54,139,125,117,109,0,96,15,39,84,0,0,38,0,0,0,13,0,0,88,0,29,28,56,0,11,113,129,79,79,0
53:41.2,50,139,127,123,113,0,102,16,42,88,0,0,41,0,0,0,14,0,0,78,0,22,25,51,0,11,103,126,79,79,0
53:41.3,56,142,133,125,117,0,115,18,42,88,0,0,43,0,0,0,14,0,0,79,0,23,24,47,0,10,106,128,79,79,0
53:41.4,56,140,131,126,117,0,99,14,37,84,0,0,43,0,0,0,14,0,0,85,0,27,26,53,0,6,113,133,85,84,0
53:41.6,53,137,122,114,104,0,79,8,27,72,0,0,38,0,0,0,15,0,0,94,0,37,27,57,0,13,122,143,93,92,0
53:41.7,48,134,115,111,104,0,79,8,28,72,0,0,37,0,0,0,16,0,0,95,0,38,25,59,0,16,123,144,99,94,0
53:41.8,48,130,106,116,109,0,67,7,25,71,0,0,36,0,0,0,16,0,0,95,0,39,28,62,13,16,121,142,104,97,0
53:41.9,47,108,74,101,102,0,41,4,13,60,0,0,31,0,0,0,19,1,0,97,0,42,35,69,23,23,114,145,116,107,0
53:42.0,43,112,80,102,95,0,53,6,21,61,0,0,30,0,0,0,24,12,9,108,0,51,28,70,24,30,136,167,125,115,32
53:42.1,41,107,77,110,101,0,63,8,27,69,0,0,35,0,0,0,27,6,13,101,0,42,25,70,24,27,129,157,125,119,45
53:42.2,41,101,73,110,102,0,59,9,26,73,0,1,36,0,0,0,29,0,12,99,0,36,24,71,26,28,119,149,123,122,41
53:42.4,40,100,75,112,107,0,63,10,29,76,0,2,38,0,0,0,32,0,11,103,0,34,30,74,27,26,118,147,119,121,28
53:42.5,37,96,71,111,109,0,63,11,38,81,0,4,44,0,0,0,37,2,13,104,0,34,37,80,28,26,117,149,127,123,29
53:42.6,35,96,77,112,110,0,62,11,40,80,0,5,47,0,0,0,39,4,5,109,0,36,40,80,28,27,121,151,127,124,28
53:42.7,33,84,67,109,110,0,58,11,39,79,0,7,51,0,0,0,42,4,13,106,0,38,48,85,30,26,120,150,129,118,36
53:42.8,31,82,70,109,110,0,58,12,42,81,0,7,51,0,0,0,42,3,15,106,0,37,48,87,31,27,120,150,130,119,40
53:42.9,31,84,75,111,110,0,60,12,45,83,0,8,53,0,0,0,41,3,15,108,0,37,49,87,32,28,119,150,131,123,39
53:43.1,32,84,75,112,109,0,57,12,43,79,0,8,53,0,0,0,43,4,15,111,0,36,52,90,33,27,120,151,133,125,40
53:43.2,32,85,79,113,110,0,57,12,44,80,0,9,54,0,0,0,44,4,16,111,0,37,55,91,34,27,121,151,133,125,42
53:43.3,30,85,80,114,109,0,58,13,45,80,0,10,53,0,0,0,44,5,17,112,0,38,55,92,34,27,121,150,132,125,42
53:43.4,31,87,81,115,110,0,59,12,46,80,0,10,52,0,0,0,44,4,17,111,0,38,54,92,34,27,121,149,132,123,44
53:43.5,26,85,81,115,110,0,58,12,45,79,0,11,52,0,0,0,44,3,18,111,0,40,55,93,39,27,120,150,132,124,45
53:43.6,24,84,80,113,109,0,58,12,45,79,0,10,53,0,0,0,45,3,18,111,0,40,55,94,40,27,120,148,131,123,44
53:43.7,24,84,81,113,109,0,59,12,46,79,0,10,54,0,0,0,43,3,18,111,0,40,54,94,40,27,120,148,130,123,44
53:43.9,24,84,82,114,108,0,59,13,47,79,0,11,55,0,0,0,44,2,18,111,0,40,54,94,39,26,119,147,129,122,44
53:44.0,23,84,83,114,109,0,60,13,48,79,0,12,56,0,0,0,45,2,18,110,0,40,53,94,39,26,119,147,129,122,43
53:44.1,23,85,83,115,110,0,60,14,49,80,0,11,56,0,0,0,44,2,19,110,0,39,51,94,38,26,119,146,128,121,42
53:44.2,23,86,84,116,109,0,61,14,50,81,0,12,56,0,0,0,44,2,18,110,0,38,50,95,38,26,119,146,128,121,42
53:44.3,22,86,85,116,110,0,61,14,50,81,0,11,55,0,0,0,45,2,18,109,0,38,49,95,39,26,119,145,128,121,42
53:44.4,23,86,86,116,110,0,61,14,51,82,0,11,56,0,0,0,45,2,19,109,0,38,49,95,39,26,119,145,128,121,42
53:44.5,23,87,86,116,110,0,61,14,52,82,0,11,56,0,0,0,46,2,19,109,0,38,49,95,40,26,119,144,127,120,41
53:44.6,23,87,87,117,111,0,61,15,53,83,0,12,57,0,0,0,46,2,20,109,0,38,49,95,40,25,119,145,127,121,41
53:44.8,23,87,87,117,111,0,62,15,54,83,0,12,58,0,0,0,45,2,20,109,0,37,47,96,41,25,119,145,127,121,42
53:44.9,23,88,87,117,111,0,62,15,55,84,0,12,58,0,0,0,45,2,20,108,0,37,47,96,41,25,119,145,127,121,42
53:45.0,23,88,87,117,111,0,62,15,56,84,0,12,58,0,0,0,45,1,20,109,0,37,47,96,41,25,119,144,127,121,42
53:45.1,23,88,88,117,112,0,63,15,57,84,0,12,58,0,0,0,46,1,20,108,0,37,47,96,41,25,119,144,128,121,42
53:45.2,24,88,88,118,112,0,62,15,57,85,0,12,57,0,0,0,46,1,21,108,0,37,47,96,41,25,119,144,127,121,42
53:45.3,23,89,89,118,112,0,63,16,58,85,0,12,57,0,0,0,47,1,21,108,0,37,47,95,41,25,119,144,128,121,42
53:45.4,24,88,89,118,112,0,63,16,58,85,0,12,57,0,0,0,47,1,20,108,0,37,47,96,41,24,119,144,128,121,42
53:45.6,24,88,89,119,112,0,63,16,58,85,0,12,57,0,0,0,47,1,21,108,0,37,47,96,41,25,119,143,127,120,42
53:45.7,24,89,89,119,113,0,63,16,58,85,0,12,57,0,0,0,47,1,21,108,0,37,47,96,41,24,119,143,127,120,42
53:45.8,24,89,90,119,113,0,63,16,58,85,0,12,57,0,0,0,47,0,21,108,0,37,47,96,42,24,119,144,127,120,42
53:45.9,23,89,90,119,113,0,64,16,59,85,0,12,58,0,0,0,47,0,21,108,0,37,47,96,42,24,119,144,127,120,42
53:46.0,23,90,90,120,113,0,64,16,59,85,0,12,57,0,0,0,47,0,21,108,0,37,47,96,42,24,119,143,127,120,42
53:46.1,23,89,90,120,114,0,64,17,59,85,0,12,57,0,0,0,48,0,21,108,0,37,46,95,42,24,119,143,128,120,42
53:46.2,23,90,90,120,114,0,64,16,59,85,0,13,57,0,0,0,47,0,21,107,0,37,46,95,41,23,118,142,127,118,41
53:46.4,23,89,90,120,114,0,65,16,59,85,0,13,57,0,0,0,48,0,21,108,0,37,46,96,41,23,118,142,127,119,41
53:46.5,22,89,88,119,113,0,65,17,58,85,0,12,58,0,0,0,48,0,21,108,0,38,46,93,34,23,117,142,127,119,40
53:46.6,21,89,89,120,113,0,65,17,59,85,0,13,59,0,0,0,49,0,20,108,0,38,46,93,35,24,118,142,127,119,41
53:46.7,21,89,89,120,114,0,64,17,60,85,0,13,59,0,0,0,48,0,21,107,0,38,46,93,35,24,118,142,127,119,41
53:46.8,22,90,90,121,114,0,65,18,61,85,0,13,60,0,0,0,49,0,21,107,0,37,47,93,35,24,119,143,127,119,41
53:46.9,21,90,91,120,114,0,65,17,61,85,0,14,60,0,0,0,48,0,21,107,0,37,46,92,35,24,119,143,127,119,42
53:47.0,22,91,91,121,114,0,65,18,61,85,0,14,60,0,0,0,48,0,21,107,0,38,46,92,35,23,119,142,127,118,41
53:47.1,21,91,91,121,114,0,65,18,62,86,0,13,60,0,0,0,48,0,21,107,0,38,46,92,35,24,119,142,127,118,41
53:47.3,21,91,93,122,115,0,66,18,62,86,0,13,61,0,0,0,48,0,21,107,0,38,46,91,35,23,118,142,127,118,40
53:47.4,21,91,93,122,115,0,66,18,63,87,0,14,61,0,0,0,48,0,21,107,0,38,46,91,35,23,118,142,128,118,41
53:47.5,20,91,93,122,114,0,66,18,64,86,0,14,61,0,0,0,48,0,21,107,0,38,45,91,35,24,118,142,127,118,41
53:47.6,21,91,94,122,115,0,67,18,64,87,0,14,61,0,0,0,48,0,21,107,0,37,46,91,35,24,118,141,127,118,41
53:47.7,21,92,94,122,115,0,67,18,63,87,0,14,61,0,0,0,48,0,21,106,0,38,46,91,35,23,119,142,128,118,41
53:47.8,21,92,94,123,115,0,67,18,64,87,0,14,61,0,0,0,47,0,21,106,0,37,45,91,35,24,118,141,128,118,41
