time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
53:36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
53:36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
53:38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
53:38.3,0,0,0,0,0,0,0,0,27,23,0,16,1,0,0,21,0,84,0,138,0,100,26,0,0,0,0,0,0,0,0
53:38.4,0,0,0,0,0,0,0,13,35,16,0,26,0,17,0,36,19,101,0,138,0,95,49,4,0,0,0,0,0,0,0
53:38.5,0,0,0,0,0,0,0,57,48,40,0,28,0,29,0,56,28,119,11,185,0,118,91,41,0,3,0,0,2,0,0
53:38.6,0,42,91,24,0,0,0,44,43,10,0,4,0,8,0,62,40,106,29,203,0,154,135,48,0,20,0,0,11,0,0
53:38.7,0,57,94,66,37,0,0,23,24,12,0,7,0,0,0,26,30,64,10,163,0,134,94,66,14,29,0,0,60,34,0
53:38.9,0,53,115,117,98,0,10,32,72,25,0,0,0,0,0,23,29,59,8,159,0,105,55,35,0,28,0,0,56,16,0
53:38.9,0,103,167,142,111,0,61,59,114,64,0,0,0,18,0,14,26,59,0,143,0,63,21,0,0,24,0,0,35,0,0
53:39.1,35,129,187,156,113,0,102,115,137,96,0,0,0,15,0,4,18,53,0,108,0,27,0,0,0,17,0,0,26,0,0
53:39.4,81,144,202,181,129,0,152,152,160,129,36,0,30,5,0,7,7,47,0,68,0,23,3,0,0,7,0,0,10,0,0
