time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
23:09.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:09.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:09.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:09.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:09.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:09.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:09.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:09.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:10.8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,47,0,26,36,0,0,0,0,0,0,0,0
23:10.9,0,0,0,18,0,0,0,7,77,76,0,64,0,58,0,32,0,74,0,135,0,98,115,74,26,0,0,0,0,0,0
23:11.2,0,71,54,39,25,0,0,9,86,77,0,58,0,48,0,10,0,65,0,158,0,140,129,103,107,44,24,0,0,0,0
23:11.2,0,72,20,53,70,0,0,0,47,49,0,40,0,29,0,0,0,43,14,124,0,119,95,82,111,0,33,0,29,43,0
23:11.4,0,76,22,67,90,0,0,0,48,54,0,44,0,25,0,11,0,45,15,125,0,115,89,69,104,0,16,0,31,34,0
23:11.5,0,91,30,96,121,0,0,2,61,61,0,58,0,35,0,22,0,42,10,104,0,96,66,10,77,0,13,12,42,29,0
23:11.6,0,71,55,83,136,0,0,24,62,64,0,71,0,39,0,24,0,38,0,84,0,82,49,0,59,0,16,22,66,28,0
23:11.7,0,19,89,72,142,0,38,14,45,64,0,72,0,38,0,21,0,36,0,58,0,66,35,0,46,0,18,64,80,21,0
23:11.8,6,10,72,74,142,0,50,14,32,70,0,74,0,38,0,13,0,29,0,48,0,53,15,0,41,2,19,61,75,0,0
23:11.9,7,16,71,90,141,0,71,14,31,79,0,70,0,36,0,0,0,25,0,46,0,45,0,0,30,5,18,53,66,0,0
23:12.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:13.4,0,7,7,27,49,0,49,0,28,46,0,40,0,29,0,0,0,24,2,48,0,44,13,0,22,19,44,42,53,0,0
23:13.5,0,8,12,29,51,0,41,1,23,36,0,34,0,22,0,0,0,11,0,31,0,23,9,0,15,15,24,22,32,0,0
