time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21:27.0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
21:28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
21:28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
21:28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
21:29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
21:29.1,0,0,0,0,0,0,0,0,64,71,0,78,0,68,1,25,0,35,0,82,0,108,120,135,78,0,0,0,0,0,0
21:29.2,0,0,0,3,0,0,0,9,58,78,0,80,0,67,0,26,0,33,0,88,0,118,128,128,108,5,0,0,0,0,0
21:29.3,0,42,48,26,50,0,0,47,93,93,0,94,0,72,18,35,0,32,3,118,0,173,151,123,131,18,47,0,0,0,0
21:29.5,0,28,49,17,79,0,0,54,100,92,0,105,0,73,21,36,0,24,7,115,0,166,125,85,120,7,35,0,0,0,0
21:29.6,0,21,47,32,85,0,0,51,84,85,0,113,0,71,23,35,0,20,8,105,0,154,118,78,115,8,33,8,15,0,0
21:29.7,0,18,28,34,86,0,0,49,71,85,0,114,0,72,24,37,0,19,9,105,0,153,118,73,114,6,33,18,22,0,0
21:29.8,0,11,29,36,85,0,0,53,70,82,0,112,0,71,27,38,0,18,11,103,0,138,113,63,107,4,30,25,10,0,0
21:29.9,0,6,33,38,80,0,0,55,67,79,0,110,0,70,29,40,0,18,14,94,0,118,104,50,99,1,24,22,0,0,0
21:30.0,0,4,35,42,84,0,0,60,70,84,0,115,0,72,27,41,0,17,14,91,0,113,104,49,97,4,23,23,0,0,0
21:30.1,0,2,32,44,84,0,0,65,75,85,0,116,0,70,29,38,0,13,11,81,0,100,97,46,91,9,25,28,10,0,0
21:30.2,0,0,37,43,84,0,0,73,77,85,0,120,0,71,31,34,0,8,7,71,0,83,92,43,84,10,26,36,29,0,0
21:30.4,0,0,31,30,79,0,38,74,78,80,0,115,0,67,32,31,0,2,2,61,0,73,79,27,69,8,27,43,36,0,0
21:30.5,0,0,5,45,88,0,50,74,75,72,0,115,0,66,33,27,0,0,0,57,0,69,77,23,66,17,29,52,50,0,0
21:30.6,0,0,0,0,104,0,55,76,72,73,0,118,0,69,34,24,0,0,0,52,0,68,72,23,66,20,33,61,61,0,0
21:30.7,0,0,0,0,108,0,55,71,59,63,0,111,0,66,34,20,0,0,0,42,0,65,66,19,59,22,40,64,70,3,0
21:30.8,0,0,0,0,121,0,57,71,56,58,0,111,0,67,35,18,0,0,0,42,0,65,64,18,52,22,46,79,76,24,0
21:30.9,0,0,0,0,130,0,58,67,52,49,0,106,0,66,36,14,0,0,0,40,0,66,62,14,38,25,54,92,87,48,0
21:31.1,0,0,0,7,145,0,49,48,37,33,0,94,0,67,36,9,0,0,0,38,0,66,62,28,41,27,69,111,104,72,0
21:31.2,0,0,0,10,151,0,35,32,19,25,0,68,0,62,29,1,0,0,0,36,0,65,60,41,47,29,88,136,117,115,0
21:31.3,0,0,0,9,148,0,33,28,11,23,0,62,0,59,25,0,0,0,0,40,0,66,57,34,47,28,107,137,110,106,0
21:31.4,0,0,0,9,140,0,36,30,12,24,0,77,0,57,25,0,0,0,0,44,0,68,56,28,48,27,106,135,103,100,0
21:31.5,0,0,0,6,124,0,27,29,4,23,0,80,0,54,23,0,0,0,0,46,0,68,55,34,52,25,88,131,96,94,0
21:31.6,0,0,0,6,114,0,7,29,0,22,0,78,0,51,23,7,0,0,0,54,0,66,53,36,60,24,89,130,89,85,0
21:31.7,0,0,0,6,115,0,0,30,0,22,0,75,0,50,22,10,0,0,0,62,0,67,50,27,62,24,88,124,86,80,0
21:31.8,0,0,0,6,118,0,0,32,0,22,0,80,0,54,21,9,0,0,0,67,0,68,49,13,62,23,86,111,82,75,0
21:31.9,0,0,0,6,121,0,11,36,0,24,0,90,0,58,23,5,0,0,0,58,0,62,42,4,55,18,81,86,76,67,0
21:32.0,0,0,0,0,117,0,17,43,1,24,0,97,0,66,23,6,0,0,0,39,0,57,42,8,43,15,65,74,77,64,0
21:32.2,0,0,0,0,94,0,0,32,0,21,0,83,0,53,19,2,0,0,0,39,0,64,51,27,56,19,57,77,73,66,0
21:32.3,0,0,0,0,86,0,0,28,0,21,0,72,0,48,18,0,0,0,0,63,0,66,49,31,62,23,68,109,76,72,0
21:32.4,0,0,0,0,85,0,0,29,0,20,0,77,0,50,4,0,0,0,0,54,0,64,45,27,63,22,63,103,78,70,0
21:32.5,0,0,0,0,81,0,0,31,0,21,0,77,0,50,0,0,0,0,0,44,0,60,42,27,58,19,56,83,67,59,0
21:32.6,0,0,0,0,97,0,0,35,0,26,0,100,0,61,0,0,0,0,0,49,0,73,44,16,62,18,81,88,72,60,0
21:32.7,0,0,0,0,98,0,0,39,0,29,0,102,0,64,6,0,0,0,0,44,0,76,47,10,56,17,83,80,72,59,0
21:32.8,0,0,0,0,97,0,0,40,0,29,0,100,0,65,8,0,0,0,0,37,0,73,46,13,51,17,82,76,72,58,0
21:33.0,0,0,0,0,93,0,0,39,0,29,0,97,0,67,7,0,0,0,0,31,0,77,48,11,49,16,84,77,73,60,0
21:33.1,0,0,0,0,88,0,0,38,0,31,0,96,0,66,4,0,0,0,0,32,0,78,50,15,50,14,81,76,73,59,0
21:33.2,0,0,0,0,91,0,0,39,0,33,0,100,0,67,6,0,0,0,0,32,0,81,52,16,50,15,80,77,73,60,0
