time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
18:37.8,0,99,133,157,113,0,105,0,23,81,0,20,0,0,0,0,0,15,0,51,0,10,17,0,24,28,112,65,110,133,0
18:37.9,0,96,124,141,107,0,99,0,25,74,0,20,0,0,0,0,0,17,0,53,0,10,18,0,28,29,124,60,103,128,0
18:38.0,0,92,109,126,101,0,85,0,23,67,0,18,0,0,0,6,0,19,0,55,0,10,18,0,31,29,134,67,103,126,0
18:38.1,0,86,89,115,100,0,83,0,23,63,0,18,0,0,0,6,0,23,0,57,0,11,19,0,34,29,139,63,96,120,0
18:38.2,0,81,82,111,99,0,79,0,22,61,0,17,0,0,0,0,0,28,0,57,0,11,19,0,35,29,142,61,93,114,0
18:38.4,0,79,80,111,100,0,78,0,22,63,0,17,0,0,0,0,0,29,0,56,0,11,19,0,35,30,142,60,92,113,0
18:38.5,0,80,82,114,103,0,81,0,24,67,0,17,0,0,0,0,0,28,0,56,0,11,20,0,35,30,140,55,90,112,0
18:38.6,0,81,84,117,106,0,81,0,25,68,0,18,0,0,0,0,0,30,0,56,0,11,20,0,36,30,140,51,88,113,0
18:38.7,0,84,89,120,108,0,84,0,30,69,0,17,0,0,0,0,0,30,0,55,0,11,19,0,35,29,139,50,89,111,0
18:38.8,0,84,96,128,116,0,86,0,35,75,0,18,0,0,0,5,0,27,0,51,0,10,17,0,34,27,122,30,88,112,0
18:38.9,0,82,104,138,125,0,87,0,35,80,0,18,0,0,0,0,0,25,0,51,0,10,18,0,35,28,101,18,90,117,0
18:39.0,0,66,82,141,130,0,71,0,24,75,0,18,0,0,0,0,0,16,0,46,0,10,19,0,36,28,64,3,91,126,0
18:39.2,0,65,69,128,125,0,69,0,19,60,0,17,0,0,0,0,0,21,0,54,0,12,19,0,38,29,83,4,93,128,0
18:39.3,0,66,50,104,111,0,68,0,15,45,0,15,0,0,0,0,0,29,0,55,0,11,20,0,36,29,137,62,97,125,0
18:39.4,0,59,33,99,112,0,62,0,17,50,0,16,0,0,0,0,0,23,0,48,0,9,18,0,38,30,136,52,96,124,0
18:39.5,0,49,20,101,119,0,51,0,20,55,0,17,0,0,0,5,0,15,0,44,0,8,17,0,41,31,129,33,97,128,0
18:39.6,0,52,31,115,127,0,55,0,28,68,0,19,0,0,0,0,0,7,0,45,0,8,16,0,41,30,125,25,99,126,0
18:39.7,0,55,57,134,139,0,71,0,38,78,0,21,0,0,0,0,0,13,0,47,0,9,16,0,38,27,109,2,78,107,0
18:39.8,0,61,63,142,147,0,79,0,41,82,0,23,0,0,0,0,0,14,0,49,0,12,17,0,34,25,97,0,51,93,0
18:40.0,0,64,64,140,146,0,84,0,43,79,0,22,0,0,0,0,0,18,0,49,0,15,18,0,32,27,106,0,47,92,0
18:40.1,0,58,47,127,145,0,80,0,31,74,0,20,0,0,0,0,0,21,0,47,0,14,18,0,31,26,100,0,43,90,0
18:40.2,0,58,43,127,146,0,85,0,43,77,0,23,0,0,0,0,0,27,0,47,0,15,19,0,32,28,107,0,44,90,0
18:40.3,0,61,51,132,149,0,86,0,43,77,0,21,0,0,0,0,0,28,0,47,0,15,19,0,32,29,114,0,47,91,0
18:40.4,0,62,52,133,151,0,86,0,44,79,0,23,0,0,0,0,0,28,0,49,0,16,19,0,32,29,113,0,47,94,0
18:40.5,0,63,56,134,151,0,87,0,45,78,0,22,0,0,0,0,0,29,0,49,0,16,20,0,32,29,118,0,48,94,0
18:40.6,0,63,56,135,152,0,87,0,46,80,0,22,0,0,0,0,0,30,0,49,0,16,20,0,32,30,118,0,49,96,0
18:40.7,0,64,59,136,152,0,87,0,46,80,0,22,0,0,0,0,0,30,0,49,0,16,20,0,32,29,120,0,49,96,0
18:40.9,0,65,59,136,153,0,87,0,47,80,0,22,0,0,0,0,0,30,0,49,0,16,20,0,32,29,120,0,50,96,0
18:41.0,0,65,59,137,153,0,88,0,47,80,0,22,0,0,0,0,0,31,0,49,0,16,20,0,32,30,121,0,50,97,0
18:41.1,0,65,60,137,154,0,87,0,47,81,0,22,0,0,0,0,0,31,0,49,0,16,20,0,32,29,122,0,50,97,0
18:41.2,0,65,60,138,154,0,87,0,47,81,0,22,0,0,0,0,0,31,0,49,0,16,20,0,32,30,122,0,50,97,0
18:41.3,0,65,60,138,154,0,87,0,48,81,0,23,0,0,0,0,0,32,0,49,0,16,20,0,32,29,123,0,51,97,0
18:41.4,0,65,61,138,154,0,88,0,48,81,0,23,0,0,0,0,0,32,0,48,0,16,20,0,32,29,123,0,52,98,0
18:41.5,0,65,60,138,154,0,88,0,48,82,0,22,0,0,0,0,0,32,0,48,0,16,20,0,32,30,123,0,51,98,0
18:41.7,0,65,60,138,154,0,88,0,48,81,0,22,0,0,0,0,0,33,0,48,0,16,20,0,32,30,123,0,51,98,0
18:41.8,0,65,61,138,154,0,88,0,48,81,0,23,0,0,0,0,0,33,0,48,0,15,20,0,32,29,123,0,51,97,0
18:41.9,0,65,61,138,154,0,88,0,48,81,0,22,0,0,0,0,0,32,0,48,0,16,20,0,32,30,123,0,51,97,0
18:42.0,0,64,61,138,153,0,88,0,48,81,0,22,0,0,0,0,0,32,0,47,0,16,20,0,32,30,123,0,51,98,0
18:42.1,0,64,61,139,153,0,88,0,48,81,0,22,0,0,0,0,0,33,0,48,0,15,21,0,32,30,123,0,51,98,0
18:42.2,0,65,61,138,154,0,88,0,48,81,0,22,0,0,0,0,0,33,0,48,0,16,21,0,32,30,123,0,52,98,0
18:42.3,0,64,61,139,154,0,88,0,48,81,0,23,0,0,0,0,0,33,0,48,0,16,20,0,32,29,123,0,52,98,0
18:42.4,0,64,62,139,155,0,88,0,48,81,0,23,0,0,0,0,0,33,0,48,0,15,20,0,32,30,124,0,52,99,0
18:42.6,0,64,62,139,155,0,88,0,48,81,0,22,0,0,0,0,0,33,0,48,0,15,21,0,32,30,124,0,52,99,0
18:42.7,0,64,62,140,155,0,88,0,48,81,0,23,0,0,0,0,0,32,0,48,0,15,21,0,32,30,123,0,52,98,0
18:42.8,0,65,63,140,156,0,89,0,48,81,0,23,0,0,0,0,0,32,0,48,0,15,21,0,32,29,123,0,53,99,0
18:42.9,0,65,63,139,155,0,88,0,48,81,0,23,0,0,0,0,0,32,0,48,0,15,21,0,32,29,123,0,53,99,0
18:43.0,0,65,63,140,155,0,88,0,48,81,0,23,0,0,0,0,0,33,0,48,0,15,21,0,32,29,122,0,53,99,0
18:43.1,0,65,64,140,155,0,88,0,48,81,0,23,0,0,0,0,0,33,0,48,0,15,21,0,32,29,123,0,52,100,0
18:43.2,0,65,64,140,156,0,87,0,48,81,0,23,0,0,0,0,0,33,0,47,0,15,21,0,32,29,123,0,53,100,0
18:43.3,0,65,65,140,156,0,88,0,48,80,0,23,0,0,0,0,0,33,0,47,0,15,21,0,32,29,122,0,53,100,0
18:43.5,0,65,65,140,156,0,88,0,48,81,0,23,0,0,0,0,0,33,0,47,0,15,21,0,32,29,123,0,53,100,0
18:43.6,0,65,66,140,156,0,88,0,48,80,0,23,0,0,0,0,0,33,0,47,0,15,21,0,32,29,123,0,53,100,0
18:43.7,0,65,66,141,156,0,88,0,48,80,0,23,0,0,0,0,0,33,0,47,0,15,21,0,32,30,123,0,54,100,0
18:43.8,0,65,67,141,156,0,88,0,48,80,0,24,0,0,0,0,0,33,0,47,0,15,21,0,32,30,123,0,54,100,0
18:43.9,0,65,67,141,156,0,88,0,48,80,0,24,0,0,0,0,0,33,0,47,0,15,21,0,32,29,123,0,54,100,0
18:44.0,0,65,66,141,156,0,88,0,48,80,0,24,0,0,0,0,0,33,0,47,0,15,21,0,32,30,122,0,55,100,0
18:44.1,0,65,65,142,156,0,88,0,48,79,0,24,0,0,0,0,0,33,0,47,0,15,21,0,32,30,122,0,54,100,0
18:44.2,0,65,66,142,156,0,89,0,48,79,0,24,0,0,0,0,0,33,0,47,0,15,21,0,32,30,122,0,54,100,0
18:44.4,0,65,65,142,156,0,89,0,47,78,0,24,0,0,0,0,0,33,0,48,0,15,21,0,32,30,122,0,54,100,0
18:44.5,0,65,65,141,156,0,89,0,47,79,0,24,0,0,0,0,0,33,0,47,0,15,21,0,33,29,123,0,55,100,0
