time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
23:40.7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:40.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
23:42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
23:43.4,0,0,0,0,0,0,0,0,0,32,0,24,0,0,0,0,0,0,0,9,0,7,16,3,0,0,0,0,0,0,0
23:43.5,0,13,102,85,88,0,0,45,114,103,0,87,0,61,0,4,0,37,0,67,0,67,59,29,18,0,24,39,46,7,0
23:43.6,0,14,77,54,92,0,0,39,76,86,0,83,0,60,0,0,0,6,0,56,0,53,54,40,29,24,19,34,95,53,0
23:43.7,0,11,78,77,119,0,0,54,90,82,0,77,0,60,0,0,0,6,0,58,0,64,64,61,53,30,28,145,151,154,0
23:43.9,0,0,78,131,142,0,0,49,58,58,0,65,0,47,0,0,0,0,0,39,0,44,44,49,37,30,50,170,179,156,0
23:44.0,0,13,89,179,162,0,0,44,30,51,0,45,0,43,0,0,0,0,0,28,0,39,18,28,28,31,61,156,168,141,0
23:44.1,7,40,84,181,163,0,0,44,29,50,0,42,0,41,0,0,0,0,0,28,0,37,3,9,20,32,64,138,152,132,0
23:44.2,5,46,71,173,158,0,16,45,29,53,0,41,0,43,0,0,0,0,0,33,0,33,3,5,18,30,61,114,129,116,0
23:44.3,2,45,59,174,158,0,22,46,31,55,0,42,0,48,0,0,0,0,0,37,0,33,5,6,19,31,62,114,134,122,0
23:44.4,1,39,47,157,146,0,22,45,30,53,0,40,0,47,0,0,0,0,0,36,0,31,5,9,19,30,51,109,127,116,0
23:44.5,6,35,34,158,150,0,21,42,29,52,0,40,0,50,0,0,0,0,0,38,0,36,8,20,21,30,43,121,137,124,0
23:44.7,7,28,21,153,148,0,18,42,26,47,0,38,0,49,0,0,0,0,0,41,0,40,11,30,25,30,40,132,139,124,0
23:44.8,5,24,20,143,142,0,15,41,24,43,0,42,0,48,0,0,0,0,0,42,0,42,13,35,28,30,44,142,140,123,0
23:44.9,4,20,19,128,130,0,4,41,23,40,0,46,0,47,0,0,0,0,0,38,0,43,16,39,35,29,53,149,142,120,0
23:45.0,4,19,18,125,130,0,0,39,23,40,0,48,0,47,0,0,0,0,0,38,0,43,16,32,36,30,57,147,141,115,0
23:45.1,0,23,18,131,133,0,5,42,25,41,0,49,0,47,0,0,0,0,0,39,0,44,15,29,35,30,62,151,141,109,0
23:45.2,0,27,17,127,130,0,7,42,25,40,0,49,0,46,0,0,0,0,0,40,0,45,16,30,37,31,65,150,136,103,0
23:45.3,0,26,11,119,125,0,0,40,23,38,0,50,0,43,0,0,0,0,0,48,0,46,16,31,40,30,65,145,130,100,0
23:45.4,0,27,4,120,126,0,0,41,22,38,0,51,0,43,0,0,0,0,0,48,0,46,15,25,38,29,62,137,121,97,0
23:45.6,0,29,1,125,132,0,0,42,24,39,0,52,0,42,0,0,0,0,0,48,0,44,14,23,36,27,55,129,116,95,0
23:45.7,0,30,0,127,134,0,2,43,25,40,0,54,0,42,0,0,0,0,0,49,0,46,15,25,36,28,59,130,116,94,0
23:45.8,0,28,0,131,141,0,6,43,25,40,0,53,0,41,0,0,0,0,0,46,0,41,12,21,29,27,49,117,104,93,0
23:45.9,0,20,0,132,146,0,12,44,27,39,0,53,0,43,0,0,0,0,0,44,0,36,12,19,28,27,42,96,99,87,0
23:46.0,0,9,0,123,143,0,0,43,17,29,0,50,0,40,0,0,0,0,0,44,0,37,13,22,30,27,37,89,97,89,0
23:46.1,0,0,0,106,128,0,0,40,9,22,0,43,0,35,0,0,0,0,0,47,0,45,17,30,39,28,40,110,105,87,0
23:46.2,0,8,0,96,117,0,0,40,10,19,0,43,0,32,0,0,0,0,0,47,0,47,17,34,42,30,89,155,130,95,0
23:46.4,0,0,0,85,114,0,0,40,8,15,0,45,0,32,0,0,0,0,0,42,0,45,16,31,44,30,93,150,126,98,0
23:46.5,0,0,0,89,124,0,0,41,8,12,0,46,0,34,0,0,0,0,0,41,0,41,15,28,43,29,81,137,115,95,0
23:46.6,0,0,0,94,136,0,0,41,8,18,0,48,0,38,0,0,0,0,0,41,0,38,14,26,41,28,76,120,106,86,0
23:46.7,0,0,0,100,138,0,0,43,12,23,0,49,0,40,0,0,0,0,0,43,0,40,15,27,40,28,78,114,104,83,0
23:46.8,0,0,0,96,134,0,0,44,12,24,0,48,0,41,0,0,0,0,0,44,0,40,15,28,41,30,78,114,105,84,0
23:46.9,0,0,0,94,130,0,0,44,10,22,0,49,0,40,0,0,0,0,0,44,0,41,14,27,42,31,79,118,106,84,0
23:47.0,0,0,0,86,121,0,0,43,9,21,0,46,0,40,0,0,0,0,0,45,0,41,15,27,42,31,72,115,103,81,0
23:47.1,0,0,0,92,125,0,0,45,11,24,0,47,0,41,0,0,0,0,0,44,0,42,16,27,42,31,78,117,106,82,0
23:47.3,0,0,0,91,126,0,0,45,13,25,0,48,0,41,0,0,0,0,0,44,0,42,15,27,41,31,73,111,103,81,0
23:47.4,0,0,0,92,126,0,0,45,13,26,0,48,0,42,0,0,0,0,0,45,0,42,15,27,40,31,72,111,104,81,0
23:47.5,0,0,0,92,125,0,0,45,13,26,0,48,0,41,0,0,0,0,0,44,0,42,15,26,40,31,71,108,104,81,0
