time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31 
13:55:34.248,31,104,140,153,141,0,144,21,75,99,0,87,0,35,0,28,0,95,4,125,0,83,72,46,103,6,184,138,150,143,58, 
13:55:34.372,35,110,142,153,142,0,143,19,72,100,0,87,0,33,0,28,0,93,4,123,0,80,68,42,97,6,187,142,154,148,73, 
13:55:34.482,39,114,142,153,142,6,145,20,71,99,0,86,0,33,0,28,0,94,49,124,0,81,68,40,98,8,187,140,156,150,73, 
13:55:34.592,42,116,140,152,141,0,150,21,66,94,0,84,15,31,0,28,0,95,56,122,0,78,63,37,96,8,184,132,151,143,55, 
13:55:34.716,37,113,134,152,142,0,151,25,68,94,17,85,105,31,0,29,0,96,62,120,20,76,59,38,97,7,178,126,147,137,34, 
13:55:34.855,28,106,124,146,138,0,150,27,69,93,38,86,146,30,0,28,21,95,87,117,44,75,55,41,98,9,172,121,142,129,31, 
13:55:34.987,22,100,112,139,137,0,151,29,73,95,82,87,157,30,0,27,36,93,94,115,72,76,58,45,100,16,167,117,137,122,32, 
13:55:35.082,22,97,113,137,137,0,152,31,76,97,91,89,160,32,0,27,32,93,96,115,86,77,58,44,103,20,164,113,134,116,29, 
13:55:35.169,24,96,114,137,135,0,153,32,75,96,107,87,166,32,0,26,28,92,97,114,96,77,57,47,104,24,162,106,128,111,27, 
13:55:35.281,25,95,114,135,135,0,152,34,79,97,116,88,170,32,0,26,29,92,95,114,99,78,60,48,105,28,160,100,121,107,23, 
