time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
16:23:15.201,0,0,0,52,37,0,0,0,0,0,0,0,0,0,0, 
16:23:15.315,0,0,0,50,36,0,0,0,0,0,0,0,0,0,0, 
16:23:15.414,0,0,0,50,36,0,0,0,0,0,0,0,0,0,0, 
16:23:15.523,0,0,0,51,36,0,0,0,0,0,0,0,0,0,0, 
16:23:15.626,0,0,0,50,37,0,0,0,0,0,0,0,0,0,0, 
16:23:15.735,0,0,0,50,37,0,0,0,0,0,0,0,0,0,0, 
16:23:15.845,0,0,0,48,36,0,0,0,0,0,0,0,0,0,0, 
16:23:15.945,0,0,0,48,35,0,0,0,0,0,0,0,0,0,0, 
16:23:16.039,0,0,0,48,36,0,0,0,0,0,0,0,0,0,0, 
16:23:16.148,0,0,0,49,37,0,0,0,0,0,0,0,0,0,0, 
16:23:16.250,0,0,0,49,38,0,0,0,0,0,0,0,0,0,0, 
16:23:16.357,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:16.466,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:16.592,0,0,0,48,40,0,0,0,0,0,0,0,0,0,0, 
16:23:16.694,0,0,0,47,38,0,0,0,0,0,0,0,0,0,0, 
16:23:16.801,0,0,0,45,35,0,0,0,0,0,0,0,0,0,0, 
16:23:16.912,0,0,0,45,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.001,0,0,0,44,33,0,0,0,0,0,0,0,0,0,0, 
16:23:17.109,0,0,0,43,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.231,0,0,0,43,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.325,0,0,0,43,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.443,0,0,0,44,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.546,0,0,0,44,34,0,0,0,0,0,0,0,0,0,0, 
16:23:17.634,0,0,0,44,33,0,0,0,0,0,0,0,0,0,0, 
16:23:17.748,0,0,0,44,33,0,0,0,0,0,0,0,0,0,0, 
16:23:17.843,0,0,0,44,35,0,0,0,0,0,0,0,0,0,0, 
16:23:17.945,0,0,0,44,35,0,0,0,0,0,0,0,0,0,0, 
16:23:18.063,0,0,0,45,35,0,0,0,0,0,0,0,0,0,0, 
16:23:18.177,0,0,0,45,34,0,0,0,0,0,0,0,0,0,0, 
16:23:18.281,0,0,0,44,31,0,0,0,0,0,0,0,0,0,0, 
16:23:18.382,0,0,0,41,30,0,0,0,0,0,0,0,0,0,0, 
16:23:18.506,0,0,0,42,31,0,0,0,0,0,0,0,0,0,0, 
16:23:18.589,0,0,0,45,34,0,0,0,0,0,0,0,0,0,0, 
16:23:18.695,0,0,0,45,33,0,0,0,0,0,0,0,0,0,0, 
16:23:18.816,0,0,0,42,33,0,0,0,0,0,0,0,0,0,0, 
16:23:18.922,0,0,0,43,32,0,0,0,0,0,0,0,0,0,0, 
16:23:19.032,0,0,0,47,33,0,0,0,0,0,0,0,0,0,0, 
16:23:19.140,0,0,0,48,38,0,0,0,0,0,0,0,0,0,0, 
16:23:19.251,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.336,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.446,0,0,0,49,40,0,0,0,0,0,0,0,0,0,0, 
16:23:19.556,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.648,0,0,0,48,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.761,0,0,0,48,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.875,0,0,0,48,39,0,0,0,0,0,0,0,0,0,0, 
16:23:19.968,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
16:23:20.119,0,0,0,48,39,0,0,0,0,0,0,0,0,0,0, 
16:23:20.180,0,0,0,48,40,0,0,0,0,0,0,0,0,0,0, 
16:23:20.289,0,0,0,47,39,0,0,0,0,0,0,0,0,0,0, 
16:23:20.399,0,0,0,49,39,0,0,0,0,0,0,0,0,0,0, 
