time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
06:31.8,0,55,62,104,108,0,18,0,25,62,0,69,21,20,0,0,0,0,38,65,0,40,11,36,40,12,99,103,119,84,34
06:31.9,0,58,60,103,110,0,22,0,19,50,0,60,15,15,0,0,0,0,41,69,0,45,21,38,44,11,107,107,125,95,30
06:32.1,0,60,61,99,107,0,26,0,17,36,0,51,9,13,0,0,0,1,40,69,0,50,27,38,49,14,119,117,137,101,35
06:32.2,0,57,62,95,102,0,24,0,13,25,0,49,10,13,0,0,0,1,43,70,0,53,30,42,55,13,121,119,141,103,35
06:32.3,0,55,63,94,103,0,23,0,11,24,0,49,10,11,0,0,0,0,43,70,0,53,29,43,59,13,125,120,144,107,37
06:32.4,0,55,64,96,106,0,24,0,14,29,0,51,16,12,0,0,0,0,43,70,0,52,25,41,53,13,125,118,143,110,37
06:32.5,0,58,67,100,108,0,25,0,18,33,0,53,18,15,0,0,0,0,42,71,0,51,24,42,49,13,125,115,141,109,38
06:32.6,0,59,70,106,112,0,27,0,20,39,0,54,19,18,0,0,0,0,42,72,0,51,26,42,48,13,126,114,140,111,39
06:32.7,0,60,71,111,116,0,29,0,22,41,0,56,22,19,0,0,0,0,42,73,0,52,27,42,48,14,126,114,141,112,40
06:32.9,0,62,71,112,118,0,29,0,21,41,0,56,23,20,0,0,0,0,42,73,0,51,28,43,47,13,128,115,142,114,39
06:33.0,0,63,71,112,118,0,29,0,21,40,0,57,22,21,0,0,0,0,43,74,0,52,30,45,50,13,128,117,144,117,39
06:33.1,0,64,74,113,119,0,31,0,23,43,0,58,23,21,0,0,0,0,43,76,0,53,31,45,51,13,129,118,145,117,41
06:33.2,0,65,74,114,120,0,31,0,22,41,0,58,23,21,0,0,0,0,42,77,0,55,32,46,50,13,129,119,146,117,42
06:33.3,0,65,75,115,120,0,32,0,22,41,0,58,23,22,0,0,0,0,43,77,0,55,33,46,52,14,130,120,147,117,43
06:33.4,0,65,74,115,120,0,32,0,23,43,0,58,23,22,0,0,0,0,43,77,0,55,32,46,51,14,130,120,147,118,42
06:33.5,0,65,75,116,121,0,32,0,22,43,0,58,24,22,0,0,0,0,43,77,0,55,33,46,51,13,130,120,147,118,43
06:33.6,0,65,75,116,121,0,32,0,22,43,0,58,25,22,0,0,0,0,43,77,0,55,33,46,51,13,130,120,147,118,44
06:33.8,0,65,75,116,120,0,32,0,21,43,0,59,24,22,0,0,0,0,42,78,0,55,33,47,51,13,131,120,148,119,43
06:33.9,0,65,75,116,121,0,32,0,22,44,0,59,25,22,0,0,0,0,42,78,0,55,34,47,51,13,131,120,148,119,44
06:34.0,0,65,76,116,121,0,32,0,21,43,0,60,25,22,0,0,0,0,43,78,0,55,33,47,50,13,131,120,147,119,44
06:34.1,0,65,76,117,121,0,32,0,21,43,0,59,26,22,0,0,0,0,43,78,0,55,33,47,50,13,131,120,148,119,44
06:34.2,0,65,76,117,122,0,32,0,21,43,0,60,25,23,0,0,0,0,43,78,0,55,34,47,50,13,131,120,148,119,45
06:34.3,0,65,77,118,122,0,33,0,21,43,0,60,25,23,0,0,0,0,43,78,0,55,34,47,50,13,131,120,148,119,45
06:34.4,0,65,76,118,122,0,33,0,21,43,0,60,24,22,0,0,0,0,43,78,0,55,34,46,50,13,131,120,149,119,45
06:34.6,0,65,77,119,121,0,33,0,21,44,0,60,26,23,0,0,0,0,42,78,0,55,34,47,49,13,131,120,149,119,46
06:34.7,0,65,77,119,122,0,33,0,20,44,0,60,26,23,0,0,0,0,43,78,0,55,34,46,49,13,132,120,149,120,45
06:34.8,0,65,77,119,122,0,33,0,21,44,0,60,26,23,0,0,0,0,43,78,0,55,34,47,49,13,131,120,148,120,46
06:34.9,0,65,77,120,122,0,33,0,20,44,0,60,26,23,0,0,0,0,43,78,0,55,34,47,49,13,132,120,149,120,46
06:35.0,0,65,77,120,122,0,33,0,20,44,0,60,27,23,0,0,0,0,44,79,0,56,35,47,48,13,132,120,149,120,46
06:35.1,0,65,78,120,122,0,33,0,20,44,0,61,26,23,0,0,0,0,43,78,0,55,35,47,48,13,132,120,149,120,46
06:35.2,0,65,77,120,122,0,33,0,19,44,0,61,27,23,0,0,0,0,44,79,0,56,36,47,48,13,132,120,149,120,44
06:35.3,0,65,77,120,122,0,34,0,19,44,0,60,27,23,0,0,0,0,43,79,0,56,36,47,49,13,132,120,150,121,46
06:35.5,0,65,78,120,122,0,33,0,18,44,0,60,27,23,0,0,0,0,43,79,0,56,36,47,48,13,132,120,150,121,45
06:35.6,0,64,78,120,123,0,34,0,17,44,0,61,27,23,0,0,0,0,43,79,0,55,35,48,48,12,133,120,150,121,46
06:35.7,0,65,78,120,124,0,34,0,16,44,0,61,27,23,0,0,0,0,43,80,0,56,36,48,49,13,133,120,150,121,45
06:35.8,0,65,78,121,124,0,34,0,16,44,0,61,27,23,0,0,0,0,43,80,0,56,36,48,49,13,133,121,150,122,45
06:35.9,0,65,78,121,124,0,34,0,16,44,0,61,27,24,0,0,0,0,44,80,0,56,36,48,49,13,133,121,151,122,45
06:36.0,0,65,79,121,124,0,34,0,16,44,0,61,27,24,0,0,0,0,44,81,0,56,37,48,50,13,134,121,151,122,44
06:36.2,0,65,79,121,125,0,34,0,14,44,0,61,27,24,0,0,0,0,44,81,0,56,37,49,50,13,134,122,152,122,43
06:36.3,0,65,79,122,125,0,34,0,12,43,0,61,27,24,0,0,0,0,44,81,0,56,37,49,50,12,134,122,152,123,44
06:36.4,0,65,80,122,124,0,35,0,12,44,0,61,28,24,0,0,0,0,43,81,0,56,37,48,48,12,135,121,152,123,44
06:36.5,0,66,81,123,124,0,34,0,13,44,0,62,27,24,0,0,0,0,44,80,0,56,37,48,49,12,135,121,153,123,45
06:36.6,0,66,81,124,125,0,35,0,13,45,0,62,27,25,0,0,0,0,43,80,0,56,39,48,49,13,135,122,152,123,44
06:36.7,0,67,82,124,125,0,35,0,13,45,0,63,27,25,0,0,0,0,44,82,0,56,39,49,51,13,135,122,153,124,45
06:36.8,0,67,83,125,125,0,35,0,13,45,0,62,28,25,0,0,0,0,44,81,0,57,39,49,52,12,136,122,153,123,45
06:36.9,0,67,83,126,126,0,35,0,12,45,0,62,27,24,0,0,0,0,43,80,0,57,39,48,52,12,136,122,155,124,44
