time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
06:25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.8,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
06:27.9,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
06:28.1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
06:28.2,0,0,0,0,0,0,0,0,0,12,10,21,0,0,0,0,0,0,0,9,0,14,21,0,0,0,0,0,0,0,0
06:28.3,0,23,55,139,62,0,0,0,66,85,0,37,0,30,0,0,0,0,0,38,0,61,71,45,0,0,27,32,73,4,0
06:28.4,0,39,207,197,119,0,0,0,61,76,0,43,0,25,0,0,0,0,0,41,0,62,71,89,44,38,55,137,205,152,1
06:28.5,0,76,196,177,126,0,1,0,48,49,0,43,0,26,0,0,0,0,0,44,0,66,63,80,84,38,94,169,215,180,62
06:28.6,0,68,144,140,111,0,0,0,33,37,0,32,0,16,0,0,0,0,0,35,0,42,33,36,61,34,110,163,194,174,126
06:28.7,0,74,147,152,118,0,33,0,37,43,0,33,0,19,0,0,0,0,3,44,0,38,26,36,64,31,110,151,180,154,97
06:28.9,19,76,146,164,127,0,30,0,37,47,0,36,0,24,0,0,13,0,42,51,0,42,19,38,62,28,109,138,164,126,79
06:29.0,25,75,142,167,129,0,31,0,37,50,0,35,12,28,0,0,14,0,48,53,0,38,11,36,54,25,100,125,154,106,64
06:29.1,34,73,153,179,135,0,33,0,39,52,0,39,18,34,0,0,0,0,48,49,0,25,4,33,34,23,86,104,134,91,61
06:29.2,47,77,159,195,160,0,28,0,50,73,0,56,30,35,15,0,0,0,47,38,0,20,0,28,19,23,74,79,105,78,42
06:29.3,54,100,157,196,159,0,29,0,76,91,0,78,59,33,29,0,0,0,45,34,0,22,0,26,15,23,70,68,95,69,41
06:29.4,51,128,166,192,152,0,32,0,89,99,0,80,95,31,55,0,0,0,35,34,0,26,0,28,15,25,75,75,98,76,41
06:29.6,52,132,170,194,154,0,39,0,86,99,0,79,101,32,47,0,0,0,3,33,0,27,0,27,12,25,80,81,101,78,42
06:29.7,47,127,167,193,157,0,34,0,70,91,0,74,74,28,21,0,0,0,0,35,0,28,0,28,17,28,86,89,110,81,34
06:29.8,43,105,142,189,153,0,23,0,41,81,0,66,56,26,15,0,0,0,3,40,0,29,0,33,19,29,90,97,123,94,36
06:29.9,45,82,118,170,146,0,18,0,35,67,0,58,40,26,8,0,0,0,3,45,0,32,2,35,23,29,94,104,135,99,36
06:30.0,43,78,115,164,152,0,22,0,31,49,0,43,37,28,7,0,0,0,4,50,0,39,8,42,28,27,101,112,150,114,39
06:30.1,43,79,111,163,155,0,25,0,30,42,0,40,0,34,0,0,0,0,3,54,0,39,8,42,28,28,104,112,150,121,45
06:30.2,43,76,90,135,137,0,31,0,31,36,0,36,0,33,0,0,0,0,3,58,0,43,9,42,29,29,109,117,151,119,45
06:30.4,43,73,81,127,133,0,30,0,30,32,0,41,0,30,0,0,0,0,7,62,0,48,10,43,40,25,115,121,153,115,43
06:30.4,41,68,75,117,121,0,27,0,26,24,0,43,0,24,0,0,0,0,16,68,0,51,10,45,40,21,116,121,150,115,43
06:30.6,39,67,72,110,112,0,26,0,25,19,0,42,0,23,0,0,0,0,17,71,0,55,11,44,39,19,116,120,146,113,43
06:30.7,38,65,66,95,98,0,25,0,25,11,0,41,0,19,0,0,15,0,18,81,0,62,20,52,44,17,115,126,149,109,38
06:30.8,29,57,56,83,89,0,24,0,19,4,0,37,0,16,0,0,20,0,20,90,0,69,27,57,54,18,118,135,158,109,37
06:30.9,0,53,49,73,80,0,23,0,16,2,0,34,0,11,0,0,19,7,21,104,0,68,29,54,62,21,120,136,155,104,38
06:31.0,0,46,47,67,76,0,21,0,5,1,0,36,0,10,0,0,19,10,36,102,0,68,32,61,71,19,122,140,160,104,37
06:31.1,0,48,51,69,79,0,24,0,3,3,0,36,0,7,0,0,18,12,39,103,0,60,28,57,72,20,124,138,156,105,38
06:31.3,0,53,55,73,83,0,24,0,5,6,0,39,0,7,0,0,16,15,41,105,0,61,29,57,71,18,126,134,153,107,40
06:31.4,0,54,58,79,88,0,23,0,13,10,0,40,0,9,0,0,15,13,41,93,0,61,27,55,70,17,124,131,150,108,40
06:31.5,0,53,59,84,86,0,20,0,19,20,0,42,0,13,0,0,14,5,42,84,0,56,23,54,67,16,118,127,146,105,41
06:31.6,0,51,64,98,94,0,14,0,23,55,0,57,6,16,0,0,0,4,43,78,0,50,19,51,63,15,114,116,140,105,40
06:31.7,0,57,64,102,102,0,16,0,27,66,0,68,20,19,0,0,0,0,28,73,0,45,14,39,44,13,104,108,128,88,35
